Iso3;ActorQID;ConflictQID;ConflictLabel;TypeQID;TypeLabel;Start;End;Tag
AFG;Q889;Q1259237;Terceira Guerra Anglo-Afegã;Q198;guerra;1919-05-06T00:00:00Z;1919-08-08T00:00:00Z;all
AFG;Q889;Q40837;Guerras Anglo-Afegãs;Q198;guerra;;;all
AFG;Q889;Q385546;Battle of Alasay;Q178561;batalha;2009-03-14T00:00:00Z;2009-03-23T00:00:00Z;all
AFG;Q889;Q15709934;Battle of Joybar;Q178561;batalha;;;all
AFG;Q889;Q267418;Emboscada de Uzbin;Q178561;batalha;;2008-08-19T00:00:00Z;all
AFG;Q889;Q19646470;Invasão do Afeganistão pelos Estados Unidos;Q645883;operação militar;2001-10-07T00:00:00Z;2001-12-17T00:00:00Z;all
AFG;Q889;Q2549377;Operação Golpe de Espada;Q645883;operação militar;2009-07-02T00:00:00Z;2009-08-20T00:00:00Z;all
AFG;Q889;Q4072719;Conflitos fronteiriços entre Afeganistão e Paquistão;Q350604;armed conflict;1949-01-01T00:00:00Z;;all
AFG;Q889;Q136196344;Iran–Afghanistan water dispute;Q180684;conflito;2021-01-01T00:00:00Z;;ge1900
AGO;Q916;Q1021172;Guerra Civil na República do Congo;Q198;guerra;1997-01-01T00:00:00Z;1999-01-01T00:00:00Z;all
AGO;Q916;Q327237;Guerra do Quivu;Q198;guerra;2004-06-02T00:00:00Z;;all
AGO;Q916;Q75756;Segunda Guerra do Congo;Q198;guerra;1998-08-02T00:00:00Z;2003-06-30T00:00:00Z;all
AGO;Q916;Q838695;Primeira Guerra do Congo;Q198;guerra;1996-10-24T00:00:00Z;1997-05-16T00:00:00Z;all
AGO;Q916;Q63929552;Operação Kitona;Q645883;operação militar;1998-08-04T00:00:00Z;1998-08-30T00:00:00Z;all
AGO;Q916;Q152060;Conflito de Cabinda;Q180684;conflito;1975-11-08T00:00:00Z;;ge1900
ALB;Q222;Q190029;Guerra do Kosovo;Q198;guerra;1998-02-27T00:00:00Z;1999-06-11T00:00:00Z;all
ALB;Q222;Q18651204;Missão Apoio Resoluto;Q645883;operação militar;2014-12-28T00:00:00Z;2021-07-12T00:00:00Z;all
ALB;Q222;Q602902;Confronto fronteiriço entre Albânia e Iugoslávia;Q350604;armed conflict;;;all
ALB;Q222;Q131742733;Albanian-Yugoslav border conflict;Q350604;armed conflict;1998-01-01T00:00:00Z;1999-01-01T00:00:00Z;all
ALB;Q222;Q127390566;Yugoslav–Albanian border conflict;Q350604;armed conflict;1998-04-23T00:00:00Z;1999-06-10T00:00:00Z;all
ALB;Q467864;Q796498;Terceira Guerra da Indochina;Q198;guerra;1975-05-01T00:00:00Z;1991-10-23T00:00:00Z;all
ALB;Q467864;Q11825999;Postribë uprising;Q645883;operação militar;;;all
ALB;Q467864;Q115519297;Conflito fronteiriço entre a Albânia e a Iugoslávia;Q350604;armed conflict;1948-07-01T00:00:00Z;1954-12-01T00:00:00Z;all
ALB;Q467864;Q129434146;Gramos incident;Q350604;armed conflict;;;all
ALB;Q777147;Q74109;Segunda Guerra Mundial na Albânia;Q198;guerra;1939-01-01T00:00:00Z;1944-01-01T00:00:00Z;all
ALB;Q777147;Q172068;Segunda Guerra Mundial na Macedônia Iugoslava;Q198;guerra;1941-10-11T00:00:00Z;1944-11-23T00:00:00Z;all
ARE;Q878;Q28716912;Yakla raid;Q178561;batalha;;;all
ARE;Q878;Q48735086;Batalha de Al Hudaydah;Q178561;batalha;2018-06-13T00:00:00Z;;all
ARE;Q878;Q44407676;Batalha de Saná;Q178561;batalha;2017-11-29T00:00:00Z;2017-12-04T00:00:00Z;all
ARE;Q878;Q19682450;intervenção militar no Iêmen em 2015;Q645883;operação militar;2015-03-25T00:00:00Z;;all
ARE;Q878;Q878102;Operação Amanhecer da Odisseia;Q645883;operação militar;2011-03-19T00:00:00Z;2011-03-31T00:00:00Z;all
ARE;Q1852345;Q12207425;Buraimi dispute;Q180684;conflito;1952-01-28T00:00:00Z;1955-10-25T00:00:00Z;ge1900
ARG;Q414;Q3042463;Guerra do Uruguai;Q198;guerra;1864-08-10T00:00:00Z;1865-02-20T00:00:00Z;all
ARG;Q414;Q48249;Guerra das Malvinas;Q198;guerra;1982-04-02T00:00:00Z;1982-06-14T00:00:00Z;all
ARG;Q414;Q58947;Guerra do Paraguai;Q198;guerra;1864-12-27T00:00:00Z;1870-03-01T00:00:00Z;all
ARG;Q414;Q59559767;Sinking of HMS Sheffield;Q178561;batalha;;;all
ARG;Q414;Q2295869;Snipe incident;Q178561;batalha;;;all
ARG;Q414;Q4871801;Battle of Mount Harriet;Q178561;batalha;1982-06-11T00:00:00Z;1982-06-12T00:00:00Z;all
ARG;Q414;Q4930640;Bluff Cove Air Attacks;Q178561;batalha;;;all
ARG;Q414;Q4871774;Batalha de Monte Santiago;Q178561;batalha;1827-04-07T00:00:00Z;1827-04-08T00:00:00Z;all
ARG;Q414;Q91168260;Battle of Murrell Bridge;Q178561;batalha;1982-06-06T00:00:00Z;1982-06-07T00:00:00Z;all
ARG;Q414;Q19546198;Deception Island incident;Q178561;batalha;;;all
ARG;Q414;Q4871802;Battle of Mount Longdon;Q178561;batalha;1982-06-11T00:00:00Z;1982-06-12T00:00:00Z;all
ARG;Q414;Q5722546;Batalha de Lomas Valentinas;Q178561;batalha;1868-12-21T00:00:00Z;1868-12-27T00:00:00Z;all
ARG;Q414;Q2641750;Batalha de Goose Green;Q178561;batalha;1982-05-28T00:00:00Z;1982-05-29T00:00:00Z;all
ARG;Q414;Q6065903;Passagem de Curupaiti;Q178561;batalha;;;all
ARG;Q414;Q2890596;Batalha da Vuelta de Obligado;Q178561;batalha;;;all
ARG;Q414;Q4872743;Battle of Wireless Ridge;Q178561;batalha;1982-06-13T00:00:00Z;1982-06-14T00:00:00Z;all
ARG;Q414;Q4582489;Battle of Mount Tumbledown;Q178561;batalha;1982-06-13T00:00:00Z;1982-06-14T00:00:00Z;all
ARG;Q414;Q94277038;Battle of Toldos Viejos;Q178561;batalha;;;all
ARG;Q414;Q4872265;Battle of San Carlos;Q178561;batalha;1982-05-21T00:00:00Z;1982-05-25T00:00:00Z;all
ARG;Q414;Q3284956;Afundamento do Cruzador General Belgrano;Q178561;batalha;;;all
ARG;Q414;Q3269922;Operação Paraquet;Q645883;operação militar;;;all
ARG;Q414;Q5939948;Operaçâo Alfil;Q645883;operação militar;1990-09-18T00:00:00Z;1991-08-01T00:00:00Z;all
ARG;Q414;Q7301548;Reassertion of British sovereignty over the Falkland Islands;Q645883;operação militar;;;all
ARG;Q414;Q1809313;Operation Sovereignty;Q645883;operação militar;;;all
ARG;Q414;Q84762353;Bombing of Two Sisters;Q645883;operação militar;;;all
ARG;Q414;Q699036;Organização de Supervisão de Trégua das Nações Unidas;Q645883;operação militar;;;all
ARG;Q414;Q1968528;Operation Black Buck;Q645883;operação militar;;;all
ARG;Q414;Q812908;Conflito de Beagle;Q180684;conflito;1981-01-01T00:00:00Z;1984-01-01T00:00:00Z;ge1900
ARG;Q738144;Q1123201;guerras de independência na América espanhola;Q198;guerra;1808-09-25T00:00:00Z;1833-09-29T00:00:00Z;all
ARG;Q738144;Q288251;Guerra da Cisplatina;Q198;guerra;1825-12-10T00:00:00Z;1828-08-27T00:00:00Z;all
ARG;Q738144;Q1072889;Independência do Chile;Q198;guerra;1827-01-01T00:00:00Z;;all
ARG;Q738144;Q2480544;Batalha do Passo do Rosário;Q178561;batalha;;;all
ARG;Q738144;Q5778619;Ensenada combat;Q178561;batalha;;;all
ARG;Q738144;Q2387020;Batalha de Sarandi;Q178561;batalha;;;all
ARG;Q738144;Q8460479;Batalha de Lara-Quilmes;Q178561;batalha;1826-07-29T00:00:00Z;1826-07-30T00:00:00Z;all
ARG;Q738144;Q656061;Batalha de Los Pozos;Q178561;batalha;;;all
ARG;Q738144;Q2984801;Batalha de Juncal;Q178561;batalha;1827-02-08T00:00:00Z;1827-02-09T00:00:00Z;all
ARG;Q738144;Q5722289;Battle of Carmen de Patagones;Q178561;batalha;;;all
ARG;Q738144;Q28677531;Bloqueio brasileiro a Buenos Aires;Q645883;operação militar;1825-12-21T00:00:00Z;1828-08-27T00:00:00Z;all
ARG;Q738144;Q134522603;Argentine Invasion of Monterey;Q645883;operação militar;1818-11-24T00:00:00Z;1818-11-29T00:00:00Z;all
ARG;Q738144;Q10292598;Guerra Gaúcha;Q350604;armed conflict;1814-01-01T00:00:00Z;1825-01-01T00:00:00Z;all
ARM;Q399;Q116960704;Battles of Sadarak;Q198;guerra;1990-01-15T00:00:00Z;1993-01-01T00:00:00Z;all
ARM;Q399;Q381375;Primeira Guerra de Nagorno-Karabakh;Q198;guerra;1988-02-20T00:00:00Z;1994-05-16T00:00:00Z;all
ARM;Q399;Q111058923;Capture of Lachin;Q178561;batalha;;;all
ARM;Q399;Q101305942;Batalha de Shusha (2020);Q178561;batalha;;;all
ARM;Q399;Q762732;Batalha de Sardarabad;Q178561;batalha;1918-05-22T00:00:00Z;1918-05-29T00:00:00Z;all
ARM;Q399;Q18651204;Missão Apoio Resoluto;Q645883;operação militar;2014-12-28T00:00:00Z;2021-07-12T00:00:00Z;all
ARM;Q399;Q23688698;Confrontos em Nagorno-Karabakh em 2016;Q350604;armed conflict;2016-04-02T00:00:00Z;2016-04-05T00:00:00Z;all
ARM;Q15180;Q322607;Guerra de Desgaste;Q198;guerra;1967-07-01T00:00:00Z;1970-08-07T00:00:00Z;all
ARM;Q15180;Q696389;Conflitos fronteiriços entre a União Soviética e o Japão;Q198;guerra;1932-01-01T00:00:00Z;1939-01-01T00:00:00Z;all
ARM;Q15180;Q189266;Frente Oriental;Q198;guerra;1941-06-22T00:00:00Z;1955-01-21T00:00:00Z;all
ARM;Q15180;Q122100;Guerra da Continuação;Q198;guerra;1941-06-25T00:00:00Z;1944-09-19T00:00:00Z;all
ARM;Q15180;Q154940;Guerra da Lapónia;Q198;guerra;1944-09-15T00:00:00Z;1945-04-25T00:00:00Z;all
ARM;Q15180;Q318250;Guerra de Ogaden;Q198;guerra;1977-07-23T00:00:00Z;1978-03-23T00:00:00Z;all
ARM;Q15180;Q8663;Guerra da Coreia;Q198;guerra;1950-06-25T00:00:00Z;1953-07-27T00:00:00Z;all
ARM;Q15180;Q371394;Guerra de Independência de Bangladesh;Q198;guerra;1971-03-26T00:00:00Z;1971-12-16T00:00:00Z;all
ARM;Q15180;Q134949;Guerra de Inverno;Q198;guerra;1939-11-30T00:00:00Z;1940-03-13T00:00:00Z;all
ARM;Q15180;Q796498;Terceira Guerra da Indochina;Q198;guerra;1975-05-01T00:00:00Z;1991-10-23T00:00:00Z;all
ARM;Q15180;Q220602;Guerra Soviético-Japonesa;Q198;guerra;1945-08-09T00:00:00Z;1945-09-02T00:00:00Z;all
ARM;Q15180;Q381375;Primeira Guerra de Nagorno-Karabakh;Q198;guerra;1988-02-20T00:00:00Z;1994-05-16T00:00:00Z;all
ARM;Q15180;Q244932;Conflito fronteiriço sino-soviético;Q198;guerra;1969-03-02T00:00:00Z;1969-09-11T00:00:00Z;all
ARM;Q15180;Q3916827;Russo-Finnish Wars;Q198;guerra;1917-01-01T00:00:00Z;1944-01-01T00:00:00Z;all
ARM;Q15180;Q573472;Soviet-Bulgarian War;Q198;guerra;1944-09-05T00:00:00Z;1944-10-28T00:00:00Z;all
ARM;Q15180;Q83085;Invasão soviética do Afeganistão;Q198;guerra;1979-12-25T00:00:00Z;1989-02-15T00:00:00Z;all
ARM;Q15180;Q12663090;Battle of Liepakojai;Q178561;batalha;;;all
ARM;Q15180;Q20503776;Q20503776;Q178561;batalha;1945-08-05T00:00:00Z;1945-08-09T00:00:00Z;all
ARM;Q15180;Q4087427;Battle of Kalniškė;Q178561;batalha;;;all
ARM;Q15180;Q43305081;Armed incident at Vicovu de Sus from July 1-3, 1940;Q178561;batalha;1940-07-01T00:00:00Z;1940-07-03T00:00:00Z;all
ARM;Q15180;Q20503768;Battle of Lėno Forest;Q178561;batalha;;;all
ARM;Q15180;Q3953973;Second Defensive Battle at the Don;Q178561;batalha;1942-12-11T00:00:00Z;1943-01-31T00:00:00Z;all
ARM;Q15180;Q114840683;Battle of Koło;Q178561;batalha;1945-01-19T00:00:00Z;1945-01-20T00:00:00Z;all
ARM;Q15180;Q7885422;Batalha de Narva (1944);Q178561;batalha;1944-02-02T00:00:00Z;1944-08-10T00:00:00Z;all
ARM;Q15180;Q154182;Batalha de Berlim;Q178561;batalha;1945-04-16T00:00:00Z;1945-05-02T00:00:00Z;all
ARM;Q15180;Q664581;Siege of Breslau;Q178561;batalha;1945-01-23T00:00:00Z;1945-05-06T00:00:00Z;all
ARM;Q15180;Q16989003;Battle of Kiauneliškis;Q178561;batalha;1945-03-11T00:00:00Z;1945-03-13T00:00:00Z;all
ARM;Q15180;Q20503934;Battle of Merkinė;Q178561;batalha;;;all
ARM;Q15180;Q20503784;Battle of Panara;Q178561;batalha;;;all
ARM;Q15180;Q111980276;Battle of Notigalės;Q178561;batalha;;;all
ARM;Q15180;Q124378077;Battle of Mrzygłody and Gruszka;Q178561;batalha;1945-03-02T00:00:00Z;1945-03-03T00:00:00Z;all
ARM;Q15180;Q12047332;First Battle of Zhenbao Island;Q178561;batalha;;;all
ARM;Q15180;Q31198543;Battle of Užpelkių;Q178561;batalha;;;all
ARM;Q15180;Q541506;Batalha de Prokhorovka;Q178561;batalha;;;all
ARM;Q15180;Q38789;Batalha de Stalingrado;Q178561;batalha;1942-08-23T00:00:00Z;1943-02-02T00:00:00Z;all
ARM;Q15180;Q115138903;Battle of Petäjäsaari;Q178561;batalha;;;all
ARM;Q15180;Q108266326;Siege of Danzig;Q178561;batalha;1945-03-15T00:00:00Z;1945-03-30T00:00:00Z;all
ARM;Q15180;Q43304901;Border military incident in Maramureș on July 3, 1940;Q178561;batalha;;;all
ARM;Q15180;Q9173032;Battle of Gurby;Q178561;batalha;1944-04-21T00:00:00Z;1944-04-25T00:00:00Z;all
ARM;Q15180;Q12086472;Battle of Stryhany;Q178561;batalha;1944-05-12T00:00:00Z;1944-05-13T00:00:00Z;all
ARM;Q15180;Q20503839;Battle of Virtukų;Q178561;batalha;;;all
ARM;Q15180;Q2446643;Batalha de Raate Road;Q178561;batalha;1940-01-01T00:00:00Z;1940-01-07T00:00:00Z;all
ARM;Q15180;Q28701953;Battle of the Bozhykiv Forest;Q178561;batalha;;;all
ARM;Q15180;Q188925;Batalhas de Khalkhin Gol;Q178561;batalha;1939-05-11T00:00:00Z;1939-09-16T00:00:00Z;all
ARM;Q15180;Q509417;Battle of the Korsun–Cherkassy Pocket;Q178561;batalha;1944-01-24T00:00:00Z;1944-02-17T00:00:00Z;all
ARM;Q15180;Q124077509;Battle of Kosmach;Q178561;batalha;1945-01-30T00:00:00Z;1945-02-05T00:00:00Z;all
ARM;Q15180;Q55138333;Action of 9 January 1921;Q178561;batalha;;;all
ARM;Q15180;Q108540747;Battle in the small bend of the Don;Q178561;batalha;1942-08-13T00:00:00Z;1942-08-19T00:00:00Z;all
ARM;Q15180;Q12136696;Battle of Sushky;Q178561;batalha;;;all
ARM;Q15180;Q12016594;Second Battle of Zhenbao Island;Q178561;batalha;1969-03-14T00:00:00Z;1969-03-15T00:00:00Z;all
ARM;Q15180;Q23042891;Liberation of East Finnmark;Q178561;batalha;1944-10-01T00:00:00Z;1944-12-01T00:00:00Z;all
ARM;Q15180;Q43304982;Armed incident at Herța on June 29, 1940;Q178561;batalha;;;all
ARM;Q15180;Q12086471;Battle of Radekhiv;Q178561;batalha;1945-04-26T00:00:00Z;1945-04-28T00:00:00Z;all
ARM;Q15180;Q12086467;Battle of Zhovkva;Q178561;batalha;;;all
ARM;Q15180;Q9172653;Battle of Surkonty;Q178561;batalha;;;all
ARM;Q15180;Q131119528;Battle of Daugavpils;Q178561;batalha;;;all
ARM;Q15180;Q1776194;Battle of Radzymin;Q178561;batalha;1944-08-01T00:00:00Z;1944-08-10T00:00:00Z;all
ARM;Q15180;Q1645870;Battle of Kalach;Q178561;batalha;1942-07-23T00:00:00Z;1942-08-11T00:00:00Z;all
ARM;Q15180;Q4818003;Attack on Hrubieszów;Q178561;batalha;;;all
ARM;Q15180;Q162357;Batalha de Smolensk;Q178561;batalha;1941-07-06T00:00:00Z;1941-09-10T00:00:00Z;all
ARM;Q15180;Q582953;Battle of Debrecen;Q178561;batalha;1944-10-06T00:00:00Z;1944-10-28T00:00:00Z;all
ARM;Q15180;Q154860;Cerco de Sebastopol;Q645883;operação militar;1941-10-30T00:00:00Z;1942-07-04T00:00:00Z;all
ARM;Q15180;Q14324536;Proskurov–Chernovtsy Offensive;Q645883;operação militar;1944-03-04T00:00:00Z;1944-04-17T00:00:00Z;all
ARM;Q15180;Q705222;Petsamo–Kirkenes Offensive;Q645883;operação militar;1944-10-07T00:00:00Z;1944-10-31T00:00:00Z;all
ARM;Q15180;Q3080960;Siege of Khost;Q645883;operação militar;1980-01-01T00:00:00Z;1991-04-11T00:00:00Z;all
ARM;Q15180;Q125393426;Operation Regulus;Q645883;operação militar;1944-11-06T00:00:00Z;1945-02-01T00:00:00Z;all
ARM;Q15180;Q685521;Operation Cottbus;Q645883;operação militar;1943-05-20T00:00:00Z;1943-06-24T00:00:00Z;all
ARM;Q15180;Q700120;Ocupação da Polónia;Q645883;operação militar;1939-09-01T00:00:00Z;1945-05-01T00:00:00Z;all
ARM;Q15180;Q541369;Invasão anglo-soviética do Irã;Q645883;operação militar;1941-08-25T00:00:00Z;1941-09-17T00:00:00Z;all
ARM;Q15180;Q323772;Donbass Strategic Offensive (August 1943);Q645883;operação militar;1943-08-13T00:00:00Z;1943-09-22T00:00:00Z;all
ARM;Q15180;Q127616114;Soviet occupation of Poland;Q645883;operação militar;1939-09-17T00:00:00Z;;all
ARM;Q15180;Q133089561;Q133089561;Q645883;operação militar;1942-09-07T00:00:00Z;1942-09-17T00:00:00Z;all
ARM;Q15180;Q2266004;ocupação soviética da Bessarábia e Bucovina do Norte;Q645883;operação militar;1940-06-28T00:00:00Z;1940-07-03T00:00:00Z;all
ARM;Q15180;Q2305266;Invasão soviética da Polónia;Q645883;operação militar;1939-09-17T00:00:00Z;1939-10-06T00:00:00Z;all
ARM;Q15180;Q13031008;Q13031008;Q645883;operação militar;1942-09-22T00:00:00Z;1942-09-27T00:00:00Z;all
ARM;Q15180;Q4314061;1919 Soviet invasion of Ukraine;Q645883;operação militar;;;all
ARM;Q15180;Q4094199;Landing at Bornholm;Q645883;operação militar;;;all
ARM;Q15180;Q125965982;1982 Harmak incident;Q645883;operação militar;;;all
ARM;Q15180;Q6165880;Operação Tempestade de Agosto;Q645883;operação militar;1945-08-09T00:00:00Z;1945-08-20T00:00:00Z;all
ARM;Q15180;Q59449483;The struggle for the Negev 1947-1956;Q645883;operação militar;;;all
ARM;Q15180;Q113681149;Q113681149;Q645883;operação militar;1942-09-17T00:00:00Z;1942-10-02T00:00:00Z;all
ARM;Q15180;Q158287;Plano Azul;Q645883;operação militar;1942-06-01T00:00:00Z;1942-11-24T00:00:00Z;all
ARM;Q15180;Q2088157;Operation Kremlin;Q645883;operação militar;1942-05-01T00:00:00Z;1942-06-01T00:00:00Z;all
ARM;Q15180;Q20077527;Ukrainian Insurgent Army's Carpathian raid;Q645883;operação militar;1944-09-28T00:00:00Z;1944-11-27T00:00:00Z;all
ARM;Q15180;Q133252403;Raid on Stanislav;Q645883;operação militar;;;all
ARM;Q15180;Q83055;Operação Barbarossa;Q645883;operação militar;1941-06-22T00:00:00Z;1941-12-05T00:00:00Z;all
ARM;Q15180;Q133283191;Q133283191;Q645883;operação militar;1942-09-03T00:00:00Z;1942-09-07T00:00:00Z;all
ARM;Q15180;Q20240945;Q20240945;Q645883;operação militar;;;all
ARM;Q15180;Q133891397;Operation Baikal-79;Q645883;operação militar;1979-12-25T00:00:00Z;1979-12-27T00:00:00Z;all
ARM;Q15180;Q113022663;1924–1925 Chechen uprising;Q350604;armed conflict;1924-01-01T00:00:00Z;1925-01-01T00:00:00Z;all
ARM;Q15180;Q837755;Tielieketi military incident;Q350604;armed conflict;;;all
ARM;Q15180;Q15903044;Zhenbao Island incident;Q350604;armed conflict;1969-03-02T00:00:00Z;1969-03-17T00:00:00Z;all
ARM;Q15180;Q23908696;Frente Oriental;Q350604;armed conflict;1939-09-01T00:00:00Z;1945-05-09T00:00:00Z;all
ARM;Q15180;Q55659105;Dulaty incident;Q350604;armed conflict;1969-05-02T00:00:00Z;1969-05-18T00:00:00Z;all
ARM;Q15180;Q107487826;Ukrainian Insurgent Army activity in Eastern Ukraine;Q350604;armed conflict;1943-05-01T00:00:00Z;1945-01-01T00:00:00Z;all
ARM;Q15180;Q18245674;Mandalada;Q350604;armed conflict;1934-03-01T00:00:00Z;1943-01-01T00:00:00Z;all
ARM;Q15180;Q14947002;Conflito russo-checheno;Q350604;armed conflict;1785-01-01T00:00:00Z;2017-01-01T00:00:00Z;all
ARM;Q15180;Q2527587;Kazym rebellion;Q350604;armed conflict;1931-01-01T00:00:00Z;1934-01-01T00:00:00Z;all
ARM;Q15180;Q85865139;Ukrainian nationalists–Soviet partisans conflict;Q350604;armed conflict;1941-01-01T00:00:00Z;1944-01-01T00:00:00Z;all
ARM;Q15180;Q65065597;Urtatagai conflict;Q350604;armed conflict;1925-11-27T00:00:00Z;1926-09-15T00:00:00Z;all
ARM;Q15180;Q184425;Guerra do Pacífico;Q350604;armed conflict;1941-12-07T00:00:00Z;1945-09-02T00:00:00Z;all
ARM;Q15180;Q890975;Conflito sino-soviético;Q180684;conflito;1929-07-22T00:00:00Z;1929-09-09T00:00:00Z;ge1900
ARM;Q15180;Q128160;Crise dos mísseis de Cuba;Q180684;conflito;1962-10-14T00:00:00Z;1962-10-28T00:00:00Z;ge1900
ARM;Q15180;Q18737226;Crise Síria de 1957;Q180684;conflito;1957-08-18T00:00:00Z;1957-10-01T00:00:00Z;ge1900
ARM;Q2184;Q130417211;War over Mountainous Armenia;Q198;guerra;1921-04-26T00:00:00Z;1921-07-13T00:00:00Z;all
ARM;Q2184;Q2742886;Guerras de Independência da Lituânia;Q198;guerra;1918-12-01T00:00:00Z;1919-08-01T00:00:00Z;all
ARM;Q2184;Q79911;Guerra Civil Russa;Q198;guerra;1917-11-07T00:00:00Z;1922-10-25T00:00:00Z;all
ARM;Q2184;Q1604816;Guerra lituano-soviética;Q198;guerra;1918-12-01T00:00:00Z;1919-08-01T00:00:00Z;all
ARM;Q2184;Q186284;Guerra Polaco-Soviética;Q198;guerra;1919-02-01T00:00:00Z;1921-03-01T00:00:00Z;all
ARM;Q2184;Q211855;Guerra Civil Finlandesa;Q198;guerra;1918-01-27T00:00:00Z;1918-05-15T00:00:00Z;all
ARM;Q2184;Q1208479;Conflito georgiano-osseta de 1918-1920;Q198;guerra;1918-01-01T00:00:00Z;1920-01-01T00:00:00Z;all
ARM;Q2184;Q18586347;First Soviet-Finnish War;Q198;guerra;1918-05-15T00:00:00Z;1920-10-14T00:00:00Z;all
ARM;Q2184;Q3916827;Russo-Finnish Wars;Q198;guerra;1917-01-01T00:00:00Z;1944-01-01T00:00:00Z;all
ARM;Q2184;Q2419855;Guerra Ucraniano-Soviética;Q198;guerra;1917-01-01T00:00:00Z;1921-01-01T00:00:00Z;all
ARM;Q2184;Q97644394;Bitwa o przedmoście warszawskie;Q178561;batalha;1920-08-13T00:00:00Z;1920-08-16T00:00:00Z;all
ARM;Q2184;Q135112871;Battle of Samarkand;Q178561;batalha;1922-07-21T00:00:00Z;1922-10-01T00:00:00Z;all
ARM;Q2184;Q100230959;Battle of Zarębami Kościelnymi;Q178561;batalha;;;all
ARM;Q2184;Q4090284;Battle of Alexander Fort;Q178561;batalha;;;all
ARM;Q2184;Q12869706;Battle of Tbilisi;Q178561;batalha;1921-02-16T00:00:00Z;1921-02-24T00:00:00Z;all
ARM;Q2184;Q100882310;Battle of Malin;Q178561;batalha;1920-04-27T00:00:00Z;1920-04-28T00:00:00Z;all
ARM;Q2184;Q98120875;Battle of Szelkowem;Q178561;batalha;;;all
ARM;Q2184;Q98120872;Battle of Makowem;Q178561;batalha;;;all
ARM;Q2184;Q100230975;Battle of Łysowem;Q178561;batalha;;;all
ARM;Q2184;Q104608805;Battle of Czortkowem;Q178561;batalha;;;all
ARM;Q2184;Q130382243;Battle of Ust-Padenga;Q178561;batalha;;;all
ARM;Q2184;Q98087546;Battle of Długosiodłem;Q178561;batalha;;;all
ARM;Q2184;Q12869538;Battle of Surami;Q178561;batalha;;;all
ARM;Q2184;Q11153274;Battle of Lake Baikal;Q178561;batalha;;;all
ARM;Q2184;Q100230988;Battle of Dorohuskiem;Q178561;batalha;1920-08-06T00:00:00Z;1920-08-13T00:00:00Z;all
ARM;Q2184;Q100449001;Q100449001;Q178561;batalha;1920-07-20T00:00:00Z;1920-07-21T00:00:00Z;all
ARM;Q2184;Q65289330;Battles of Kojori–Tabakhmela;Q178561;batalha;1921-02-19T00:00:00Z;1921-02-24T00:00:00Z;all
ARM;Q2184;Q126708834;Battles for Dushanbe;Q178561;batalha;1921-12-01T00:00:00Z;1922-08-04T00:00:00Z;all
ARM;Q2184;Q9172637;Battle of Ostrołęka;Q178561;batalha;1920-08-02T00:00:00Z;1920-08-06T00:00:00Z;all
ARM;Q2184;Q4871868;Battle of Nasielsk;Q178561;batalha;1920-08-14T00:00:00Z;1920-08-16T00:00:00Z;all
ARM;Q2184;Q124966615;Battle of Saratovka and Antonovka;Q178561;batalha;;;all
ARM;Q2184;Q16685394;Battle of Brześć;Q178561;batalha;;;all
ARM;Q2184;Q98087629;Battle of Mława;Q178561;batalha;1920-08-08T00:00:00Z;1920-08-10T00:00:00Z;all
ARM;Q2184;Q65286810;Battle of Osiauri;Q178561;batalha;1921-03-04T00:00:00Z;1921-03-06T00:00:00Z;all
ARM;Q2184;Q100230466;Q100230466;Q178561;batalha;1920-08-21T00:00:00Z;1920-08-22T00:00:00Z;all
ARM;Q2184;Q55138354;Action of 3 May 1920;Q178561;batalha;;;all
ARM;Q2184;Q100269626;Battle of Kojdanowem;Q178561;batalha;;;all
ARM;Q2184;Q100230930;Battle of Kaczkowem;Q178561;batalha;;;all
ARM;Q2184;Q12543304;Dzhangildin expedition;Q645883;operação militar;;;all
ARM;Q2184;Q13053166;Red Army invasion of Armenia;Q645883;operação militar;1920-09-24T00:00:00Z;1920-11-29T00:00:00Z;all
ARM;Q2184;Q135045418;Proskuriv offensive;Q645883;operação militar;1919-06-01T00:00:00Z;1919-07-16T00:00:00Z;all
ARM;Q2184;Q2468365;Intervenção militar estrangeira no norte da Rússia;Q645883;operação militar;1918-06-01T00:00:00Z;1920-03-01T00:00:00Z;all
ARM;Q2184;Q130377092;Siege of Dushanbe;Q645883;operação militar;;;all
ARM;Q2184;Q2001082;Intervenção dos Aliados na Guerra Civil Russa;Q645883;operação militar;1918-01-01T00:00:00Z;1925-01-01T00:00:00Z;all
ARM;Q2184;Q658598;Intervenção na Sibéria;Q645883;operação militar;1918-08-01T00:00:00Z;1920-07-01T00:00:00Z;all
ARM;Q2184;Q5439864;Revolta de Fevereiro;Q350604;armed conflict;1921-02-01T00:00:00Z;1921-04-01T00:00:00Z;all
ARM;Q207272;Q2742886;Guerras de Independência da Lituânia;Q198;guerra;1918-12-01T00:00:00Z;1919-08-01T00:00:00Z;all
ARM;Q207272;Q186284;Guerra Polaco-Soviética;Q198;guerra;1919-02-01T00:00:00Z;1921-03-01T00:00:00Z;all
ARM;Q207272;Q1495944;Guerra polaco-lituana;Q198;guerra;1919-01-01T00:00:00Z;1920-01-01T00:00:00Z;all
ARM;Q207272;Q1933729;Guerra Polónia-Checoslováquia;Q198;guerra;1919-01-23T00:00:00Z;1919-01-30T00:00:00Z;all
