iso3;country_qid;country_label;conflict_qid;conflict_label;kind_qid;kind_label;source;start_year;end_year;point_year;part_of_qid;part_of_label;place_qid;place_label;result_qid;result_label;deaths;country_label_en;conflict_label_en;kind_label_en;part_of_label_en;place_label_en;result_label_en
AFG;Q889;Afeganistão;Q267418;Emboscada de Uzbin;Q178561;batalha;participant;;2008;2008;Q182865;Guerra do Afeganistão;Q3473688;Surobi;;;8;Afghanistan;Uzbin Valley ambush;battle;War in Afghanistan (2001–2021);Surobi;
AFG;Q889;Afeganistão;Q267418;Emboscada de Uzbin;Q178561;batalha;location;;2008;2008;Q182865;Guerra do Afeganistão;Q3473688;Surobi;;;8;Afghanistan;Uzbin Valley ambush;battle;War in Afghanistan (2001–2021);Surobi;
AFG;Q889;Afeganistão;Q182865;Guerra do Afeganistão;;;from_battle;;2008;2008;Q182865;Guerra do Afeganistão;;;;;;Afghanistan;War in Afghanistan (2001–2021);;War in Afghanistan (2001–2021);;
AFG;Q889;Afeganistão;Q385546;Battle of Alasay;Q178561;batalha;participant;2009;2009;;Q182865;Guerra do Afeganistão;Q4708417;Alasay;;;1;Afghanistan;Battle of Alasay;battle;War in Afghanistan (2001–2021);Alasay;
AFG;Q889;Afeganistão;Q385546;Battle of Alasay;Q178561;batalha;location;2009;2009;;Q182865;Guerra do Afeganistão;Q4708417;Alasay;;;1;Afghanistan;Battle of Alasay;battle;War in Afghanistan (2001–2021);Alasay;
AFG;Q889;Afeganistão;Q1259237;Terceira Guerra Anglo-Afegã;Q198;guerra;participant;1919;1919;;Q40837;Guerras Anglo-Afegãs;Q16880532;North-West Frontier Province;;;;Afghanistan;Third Anglo-Afghan War;war;Anglo-Afghan Wars;North-West Frontier Province (1901–1955);
AFG;Q889;Afeganistão;Q40837;Guerras Anglo-Afegãs;;;from_battle;1919;1919;;Q40837;Guerras Anglo-Afegãs;;;;;;Afghanistan;Anglo-Afghan Wars;;Anglo-Afghan Wars;;
AFG;Q889;Afeganistão;Q2889960;Battle of Shewan;Q178561;batalha;participant;;;2008;Q182865;Guerra do Afeganistão;Q180330;Farah;;;;Afghanistan;Battle of Shewan;battle;War in Afghanistan (2001–2021);Farah Province;
AFG;Q889;Afeganistão;Q2889960;Battle of Shewan;Q178561;batalha;location;;;2008;Q182865;Guerra do Afeganistão;Q180330;Farah;;;;Afghanistan;Battle of Shewan;battle;War in Afghanistan (2001–2021);Farah Province;
AFG;Q889;Afeganistão;Q4072719;Conflitos fronteiriços entre Afeganistão e Paquistão;Q107637520;border conflict;participant;1949;;1949;Q7703943;Terrorismo no Paquistão;Q288292;Linha Durand;;;;Afghanistan;Afghanistan–Pakistan border skirmishes;border conflict;terrorism in Pakistan;Durand Line;
AFG;Q889;Afeganistão;Q4072719;Conflitos fronteiriços entre Afeganistão e Paquistão;Q107637520;border conflict;location;1949;;1949;Q7703943;Terrorismo no Paquistão;Q288292;Linha Durand;;;;Afghanistan;Afghanistan–Pakistan border skirmishes;border conflict;terrorism in Pakistan;Durand Line;
AFG;Q889;Afeganistão;Q7703943;Terrorismo no Paquistão;;;from_battle;1949;;1949;Q7703943;Terrorismo no Paquistão;;;;;;Afghanistan;terrorism in Pakistan;;terrorism in Pakistan;;
AFG;Q889;Afeganistão;Q7510253;Siege of Musa Qala;Q188055;cerco;participant;2006;2006;;Q182865;Guerra do Afeganistão;Q173821;Helmand;;;;Afghanistan;Siege of Musa Qala;siege;War in Afghanistan (2001–2021);Helmand Province;
AFG;Q889;Afeganistão;Q7510253;Siege of Musa Qala;Q188055;cerco;location;2006;2006;;Q182865;Guerra do Afeganistão;Q173821;Helmand;;;;Afghanistan;Siege of Musa Qala;siege;War in Afghanistan (2001–2021);Helmand Province;
AFG;Q889;Afeganistão;Q15709934;Battle of Joybar;Q178561;batalha;participant;;;2011;Q182865;Guerra do Afeganistão;Q173816;Capisa;;;2;Afghanistan;Battle of Joybar;battle;War in Afghanistan (2001–2021);Kapisa Province;
AFG;Q889;Afeganistão;Q15709934;Battle of Joybar;Q178561;batalha;location;;;2011;Q182865;Guerra do Afeganistão;Q173816;Capisa;;;2;Afghanistan;Battle of Joybar;battle;War in Afghanistan (2001–2021);Kapisa Province;
AFG;Q889;Afeganistão;Q19646470;Invasão do Afeganistão pelos Estados Unidos;Q467011;invasão;participant;2001;2001;2001;Q182865;Guerra do Afeganistão;Q889;Afeganistão;;;;Afghanistan;United States invasion of Afghanistan;invasion;War in Afghanistan (2001–2021);Afghanistan;
AFG;Q889;Afeganistão;Q19646470;Invasão do Afeganistão pelos Estados Unidos;Q467011;invasão;location;2001;2001;2001;Q182865;Guerra do Afeganistão;Q889;Afeganistão;;;;Afghanistan;United States invasion of Afghanistan;invasion;War in Afghanistan (2001–2021);Afghanistan;
AFG;Q889;Afeganistão;Q40837;Guerras Anglo-Afegãs;Q104212151;series of wars;participant;;;;;;;;;;;Afghanistan;Anglo-Afghan Wars;series of wars;;;
AFG;Q889;Afeganistão;Q182865;Guerra do Afeganistão;Q198;guerra;participant;2001;2021;;Q185729;Guerra ao Terror;Q889;Afeganistão;;;;Afghanistan;War in Afghanistan (2001–2021);war;War on Terror;Afghanistan;
AFG;Q889;Afeganistão;Q182865;Guerra do Afeganistão;Q198;guerra;location;2001;2021;;Q185729;Guerra ao Terror;Q889;Afeganistão;;;;Afghanistan;War in Afghanistan (2001–2021);war;War on Terror;Afghanistan;
AFG;Q889;Afeganistão;Q185729;Guerra ao Terror;;;from_battle;2001;2021;;Q185729;Guerra ao Terror;;;;;;Afghanistan;War on Terror;;War on Terror;;
AFG;Q889;Afeganistão;Q185729;Guerra ao Terror;Q198;guerra;participant;2001;2021;;;;;;;;;Afghanistan;War on Terror;war;;;
AFG;Q889;Afeganistão;Q1122110;Guerra Civil do Tadjiquistão;Q8465;guerra civil;participant;1992;1997;;;;Q863;Tajiquistão;;;;Afghanistan;Tajikistani Civil War;civil war;;Tajikistan;
AFG;Q889;Afeganistão;Q1485258;Battle of Chora;Q178561;batalha;participant;2007;2007;2007;Q182865;Guerra do Afeganistão;Q183028;Oruzgan;;;;Afghanistan;Battle of Chora;battle;War in Afghanistan (2001–2021);Uruzgan Province;
AFG;Q889;Afeganistão;Q1485258;Battle of Chora;Q178561;batalha;location;2007;2007;2007;Q182865;Guerra do Afeganistão;Q183028;Oruzgan;;;;Afghanistan;Battle of Chora;battle;War in Afghanistan (2001–2021);Uruzgan Province;
AFG;Q889;Afeganistão;Q1848486;Kunduz airstrike;Q2380335;bombardeamento aéreo;participant;;;2009;Q182865;Guerra do Afeganistão;;;;;100;Afghanistan;Kunduz airstrike;airstrike;War in Afghanistan (2001–2021);;
AFG;Q889;Afeganistão;Q2638382;Batalha de Musa Qala;Q178561;batalha;participant;2007;2007;;Q182865;Guerra do Afeganistão;Q1953989;Musa Qala;;;;Afghanistan;Battle of Musa Qala;battle;War in Afghanistan (2001–2021);Musa Qala;
AFG;Q889;Afeganistão;Q2638382;Batalha de Musa Qala;Q178561;batalha;location;2007;2007;;Q182865;Guerra do Afeganistão;Q1953989;Musa Qala;;;;Afghanistan;Battle of Musa Qala;battle;War in Afghanistan (2001–2021);Musa Qala;
AFG;Q889;Afeganistão;Q2888379;Battle of Dahaneh;Q178561;batalha;participant;2009;2009;;Q182865;Guerra do Afeganistão;Q5208758;Dahaneh;;;;Afghanistan;Battle of Dahaneh;battle;War in Afghanistan (2001–2021);Dahaneh;
AFG;Q889;Afeganistão;Q2888379;Battle of Dahaneh;Q178561;batalha;location;2009;2009;;Q182865;Guerra do Afeganistão;Q5208758;Dahaneh;;;;Afghanistan;Battle of Dahaneh;battle;War in Afghanistan (2001–2021);Dahaneh;
AFG;Q889;Afeganistão;Q3152953;Insurreição em Herat de 2001;Q124734;rebelião;participant;2001;2001;2001;Q182865;Guerra do Afeganistão;Q45313;Herat;;;;Afghanistan;2001 uprising in Herat;rebellion;War in Afghanistan (2001–2021);Herat;
AFG;Q889;Afeganistão;Q3152953;Insurreição em Herat de 2001;Q124734;rebelião;location;2001;2001;2001;Q182865;Guerra do Afeganistão;Q45313;Herat;;;;Afghanistan;2001 uprising in Herat;rebellion;War in Afghanistan (2001–2021);Herat;
AFG;Q889;Afeganistão;Q4852440;Baloch Civil Wars;Q8465;guerra civil;participant;1582;1612;;;;;;;;;Afghanistan;Baloch Civil Wars;civil war;;;
AFG;Q889;Afeganistão;Q4871076;Battle of Ganjgal;Q178561;batalha;participant;;;2009;Q182865;Guerra do Afeganistão;Q188147;Kunar;;;;Afghanistan;Battle of Ganjgal;battle;War in Afghanistan (2001–2021);Kunar Province;
AFG;Q889;Afeganistão;Q4871076;Battle of Ganjgal;Q178561;batalha;location;;;2009;Q182865;Guerra do Afeganistão;Q188147;Kunar;;;;Afghanistan;Battle of Ganjgal;battle;War in Afghanistan (2001–2021);Kunar Province;
AFG;Q889;Afeganistão;Q4871421;Battle of Khaz Oruzgan;Q178561;batalha;participant;;;2008;Q182865;Guerra do Afeganistão;Q2215441;Khas Uruzgan;;;;Afghanistan;Battle of Khaz Oruzgan;battle;War in Afghanistan (2001–2021);Khas Uruzgan District;
AFG;Q889;Afeganistão;Q4871421;Battle of Khaz Oruzgan;Q178561;batalha;location;;;2008;Q182865;Guerra do Afeganistão;Q2215441;Khas Uruzgan;;;;Afghanistan;Battle of Khaz Oruzgan;battle;War in Afghanistan (2001–2021);Khas Uruzgan District;
AFG;Q889;Afeganistão;Q5778729;Battle of Sabzak;Q178561;batalha;participant;2009;2009;;Q182865;Guerra do Afeganistão;Q4403470;Sabzak;;;;Afghanistan;Battle of Sabzak;battle;War in Afghanistan (2001–2021);Sabzak;
AFG;Q889;Afeganistão;Q5778729;Battle of Sabzak;Q178561;batalha;location;2009;2009;;Q182865;Guerra do Afeganistão;Q4403470;Sabzak;;;;Afghanistan;Battle of Sabzak;battle;War in Afghanistan (2001–2021);Sabzak;
AFG;Q889;Afeganistão;Q12302518;Guerra Civil Afegã;Q8465;guerra civil;participant;1996;2001;;Q1519107;Guerra Civil do Afeganistão;Q889;Afeganistão;;;;Afghanistan;Afghan Civil War;civil war;Afghan Conflict;Afghanistan;
AFG;Q889;Afeganistão;Q12302518;Guerra Civil Afegã;Q8465;guerra civil;location;1996;2001;;Q1519107;Guerra Civil do Afeganistão;Q889;Afeganistão;;;;Afghanistan;Afghan Civil War;civil war;Afghan Conflict;Afghanistan;
AFG;Q889;Afeganistão;Q1519107;Guerra Civil do Afeganistão;;;from_battle;1996;2001;;Q1519107;Guerra Civil do Afeganistão;;;;;;Afghanistan;Afghan Conflict;;Afghan Conflict;;
AFG;Q889;Afeganistão;Q17025641;Tirah Campaign;Q198;guerra;participant;1897;1898;;;;Q7809086;Tirah;;;;Afghanistan;Tirah Campaign;war;;Tirah;
AFG;Q889;Afeganistão;Q17182139;Attack on Bari Alai;Q178561;batalha;participant;;;2009;Q182865;Guerra do Afeganistão;Q7075429;Observation Post Bari Alai;;;;Afghanistan;Attack on Bari Alai;battle;War in Afghanistan (2001–2021);Observation Post Bari Alai;
AFG;Q889;Afeganistão;Q17182139;Attack on Bari Alai;Q178561;batalha;location;;;2009;Q182865;Guerra do Afeganistão;Q7075429;Observation Post Bari Alai;;;;Afghanistan;Attack on Bari Alai;battle;War in Afghanistan (2001–2021);Observation Post Bari Alai;
AFG;Q889;Afeganistão;Q18920712;guerra do Afeganistão (2015–2021);Q198;guerra;participant;2015;2021;;Q182865;Guerra do Afeganistão;Q889;Afeganistão;;;;Afghanistan;War in Afghanistan (2015–2021);war;War in Afghanistan (2001–2021);Afghanistan;
AFG;Q889;Afeganistão;Q18920712;guerra do Afeganistão (2015–2021);Q198;guerra;location;2015;2021;;Q182865;Guerra do Afeganistão;Q889;Afeganistão;;;;Afghanistan;War in Afghanistan (2015–2021);war;War in Afghanistan (2001–2021);Afghanistan;
AFG;Q889;Afeganistão;Q24913769;Ataque em Cabul em setembro de 2011;Q2001676;ofensiva militar;participant;;;2011;;;Q5838;Cabul;;;;Afghanistan;September 2011 Kabul attack;offensive;;Kabul;
AFG;Q889;Afeganistão;Q24913769;Ataque em Cabul em setembro de 2011;Q2001676;ofensiva militar;location;;;2011;;;Q5838;Cabul;;;;Afghanistan;September 2011 Kabul attack;offensive;;Kabul;
AFG;Q889;Afeganistão;Q28173623;Jowaki Expedition;Q350604;armed conflict;participant;1877;1878;;;;;;;;;Afghanistan;Jowaki Expedition;armed conflict;;;
AFG;Q889;Afeganistão;Q65070966;Conflito Talibã–Estado Islâmico no Afeganistão;Q350604;armed conflict;participant;2015;;2100;Q1519107;Guerra Civil do Afeganistão;Q889;Afeganistão;;;1547;Afghanistan;Islamic State–Taliban conflict;armed conflict;Afghan Conflict;Afghanistan;
AFG;Q889;Afeganistão;Q65070966;Conflito Talibã–Estado Islâmico no Afeganistão;Q350604;armed conflict;location;2015;;2100;Q1519107;Guerra Civil do Afeganistão;Q889;Afeganistão;;;1547;Afghanistan;Islamic State–Taliban conflict;armed conflict;Afghan Conflict;Afghanistan;
AFG;Q889;Afeganistão;Q107461898;Ofensiva talibã no Afeganistão em 2021;Q350604;armed conflict;participant;2021;;2021;Q182865;Guerra do Afeganistão;Q889;Afeganistão;;;;Afghanistan;2021 Taliban offensive;armed conflict;War in Afghanistan (2001–2021);Afghanistan;
AFG;Q889;Afeganistão;Q107461898;Ofensiva talibã no Afeganistão em 2021;Q350604;armed conflict;location;2021;;2021;Q182865;Guerra do Afeganistão;Q889;Afeganistão;;;;Afghanistan;2021 Taliban offensive;armed conflict;War in Afghanistan (2001–2021);Afghanistan;
AFG;Q889;Afeganistão;Q108081395;Batalha de Kandahar (2021);Q178561;batalha;participant;2021;2021;;;;;;;;;Afghanistan;Battle of Kandahar;battle;;;
AFG;Q889;Afeganistão;Q108102583;Cerco de Cabul;Q188055;cerco;participant;;;2021;Q107461898;Ofensiva talibã no Afeganistão em 2021;Q5838;Cabul;;;;Afghanistan;Fall of Kabul;siege;2021 Taliban offensive;Kabul;
AFG;Q889;Afeganistão;Q108102583;Cerco de Cabul;Q188055;cerco;location;;;2021;Q107461898;Ofensiva talibã no Afeganistão em 2021;Q5838;Cabul;;;;Afghanistan;Fall of Kabul;siege;2021 Taliban offensive;Kabul;
AFG;Q889;Afeganistão;Q107461898;Ofensiva talibã no Afeganistão em 2021;;;from_battle;;;2021;Q107461898;Ofensiva talibã no Afeganistão em 2021;;;;;;Afghanistan;2021 Taliban offensive;;2021 Taliban offensive;;
AFG;Q889;Afeganistão;Q123989936;Battle of Aranas;Q178561;batalha;participant;;;2007;Q182865;Guerra do Afeganistão;Q167485;Nuristão;;;;Afghanistan;Battle of Aranas;battle;War in Afghanistan (2001–2021);Nuristan Province;
AFG;Q889;Afeganistão;Q123989936;Battle of Aranas;Q178561;batalha;location;;;2007;Q182865;Guerra do Afeganistão;Q167485;Nuristão;;;;Afghanistan;Battle of Aranas;battle;War in Afghanistan (2001–2021);Nuristan Province;
AFG;Q889;Afeganistão;Q125500045;Battle of Arghandab;Q350604;armed conflict;participant;;;2021;Q18920712;guerra do Afeganistão (2015–2021);Q4789185;Argahandab District;;;;Afghanistan;Battle of Arghandab;armed conflict;War in Afghanistan (2015–2021);Argahandab District;
AFG;Q889;Afeganistão;Q125500045;Battle of Arghandab;Q350604;armed conflict;location;;;2021;Q18920712;guerra do Afeganistão (2015–2021);Q4789185;Argahandab District;;;;Afghanistan;Battle of Arghandab;armed conflict;War in Afghanistan (2015–2021);Argahandab District;
AFG;Q889;Afeganistão;Q18920712;guerra do Afeganistão (2015–2021);;;from_battle;;;2021;Q18920712;guerra do Afeganistão (2015–2021);;;;;;Afghanistan;War in Afghanistan (2015–2021);;War in Afghanistan (2015–2021);;
AFG;Q889;Afeganistão;Q126009463;Gedrosian campaign;Q831663;campanha militar;participant;;;0540;;;Q1348342;Gedrosia;;;;Afghanistan;Gedrosian campaign;military campaign;;Gedrosia;
AFG;Q889;Afeganistão;Q179275;Guerra no Noroeste do Paquistão;Q198;guerra;participant;2004;;2004;Q185729;Guerra ao Terror;Q208270;Território Federal das Áreas Tribais;;;;Afghanistan;insurgency in Khyber Pakhtunkhwa;war;War on Terror;Federally Administered Tribal Areas;
AFG;Q889;Afeganistão;Q233507;Segunda Guerra Anglo-Afegã;Q198;guerra;participant;1878;1880;;Q40837;Guerras Anglo-Afegãs;Q1335260;Emirado do Afeganistão;;;;Afghanistan;Second Anglo-Afghan War;war;Anglo-Afghan Wars;Emirate of Afghanistan;
AFG;Q889;Afeganistão;Q233507;Segunda Guerra Anglo-Afegã;Q198;guerra;location;1878;1880;;Q40837;Guerras Anglo-Afegãs;Q1335260;Emirado do Afeganistão;;;;Afghanistan;Second Anglo-Afghan War;war;Anglo-Afghan Wars;Emirate of Afghanistan;
AFG;Q889;Afeganistão;Q548625;Batalha de Maiwand;Q178561;batalha;participant;;;1880;Q233507;Segunda Guerra Anglo-Afegã;Q826769;Maiwand;;;;Afghanistan;Battle of Maiwand;battle;Second Anglo-Afghan War;Maiwand;
AFG;Q889;Afeganistão;Q548625;Batalha de Maiwand;Q178561;batalha;location;;;1880;Q233507;Segunda Guerra Anglo-Afegã;Q826769;Maiwand;;;;Afghanistan;Battle of Maiwand;battle;Second Anglo-Afghan War;Maiwand;
AFG;Q889;Afeganistão;Q233507;Segunda Guerra Anglo-Afegã;;;from_battle;;;1880;Q233507;Segunda Guerra Anglo-Afegã;;;;;;Afghanistan;Second Anglo-Afghan War;;Second Anglo-Afghan War;;
AFG;Q889;Afeganistão;Q617772;Guerra Anglo-Persa;Q198;guerra;participant;1856;1857;;;;;;;;;Afghanistan;Anglo-Persian War;war;;;
AFG;Q889;Afeganistão;Q989092;Primeira Guerra Anglo-Afegã;Q198;guerra;participant;1839;1842;;Q216702;Grande Jogo;Q889;Afeganistão;;;;Afghanistan;First Anglo-Afghan War;war;Great Game;Afghanistan;
AFG;Q889;Afeganistão;Q989092;Primeira Guerra Anglo-Afegã;Q198;guerra;location;1839;1842;;Q216702;Grande Jogo;Q889;Afeganistão;;;;Afghanistan;First Anglo-Afghan War;war;Great Game;Afghanistan;
AFG;Q889;Afeganistão;Q216702;Grande Jogo;;;from_battle;1839;1842;;Q216702;Grande Jogo;;;;;;Afghanistan;Great Game;;Great Game;;
AFG;Q889;Afeganistão;Q2237297;Battle of Ali Masjid;Q178561;batalha;participant;;;1878;Q233507;Segunda Guerra Anglo-Afegã;;;;;;Afghanistan;Battle of Ali Masjid;battle;Second Anglo-Afghan War;;
AFG;Q889;Afeganistão;Q4870881;Battle of Do Ab;Q178561;batalha;participant;;;2011;Q182865;Guerra do Afeganistão;Q167485;Nuristão;;;;Afghanistan;Battle of Do Ab;battle;War in Afghanistan (2001–2021);Nuristan Province;
AFG;Q889;Afeganistão;Q4870881;Battle of Do Ab;Q178561;batalha;location;;;2011;Q182865;Guerra do Afeganistão;Q167485;Nuristão;;;;Afghanistan;Battle of Do Ab;battle;War in Afghanistan (2001–2021);Nuristan Province;
AFG;Q889;Afeganistão;Q4872633;Battle of Uruzgan;Q178561;batalha;participant;;;1893;Q28136178;Hazara genocide;Q183028;Oruzgan;;;;Afghanistan;Battle of Uruzgan;battle;Hazara genocide;Uruzgan Province;
AFG;Q889;Afeganistão;Q4872633;Battle of Uruzgan;Q178561;batalha;location;;;1893;Q28136178;Hazara genocide;Q183028;Oruzgan;;;;Afghanistan;Battle of Uruzgan;battle;Hazara genocide;Uruzgan Province;
AFG;Q889;Afeganistão;Q28136178;Hazara genocide;;;from_battle;;;1893;Q28136178;Hazara genocide;;;;;;Afghanistan;Hazara genocide;;Hazara genocide;;
AFG;Q889;Afeganistão;Q6808293;Guerras Zungares-Qing;Q198;guerra;participant;1688;1758;1687;Q1044456;Dez Grandes Campanhas;Q1923401;Canato de Zungar;;;;Afghanistan;Dzungar–Qing War;war;Ten Great Campaigns;Dzungar Khanate;
AFG;Q889;Afeganistão;Q1044456;Dez Grandes Campanhas;;;from_battle;1688;1758;1687;Q1044456;Dez Grandes Campanhas;;;;;;Afghanistan;Ten Great Campaigns;;Ten Great Campaigns;;
AFG;Q889;Afeganistão;Q7510397;Siege of Shahrukhiya;Q188055;cerco;participant;;;1461;Q7807705;Timurid Wars of Succession;Q7462288;Shahrukhiya;;;;Afghanistan;Siege of Shahrukhiya;siege;Timurid Wars of Succession;Shahrukhiya;
AFG;Q889;Afeganistão;Q7807705;Timurid Wars of Succession;;;from_battle;;;1461;Q7807705;Timurid Wars of Succession;;;;;;Afghanistan;Timurid Wars of Succession;;Timurid Wars of Succession;;
AFG;Q889;Afeganistão;Q7976950;Waziristan campaign (1936–1939);Q831663;campanha militar;participant;1936;1939;;;;Q190217;Waziristão;;;;Afghanistan;Waziristan campaign (1936–1939);military campaign;;Waziristan;
AFG;Q889;Afeganistão;Q18613312;Batalha de Caristão;Q178561;batalha;participant;;;0737;Q4817850;Conquista islâmica do Turquestão;Q309345;Meymaneh;;;;Afghanistan;Battle of Kharistan;battle;Muslim conquest of Transoxiana;Maymana;
AFG;Q889;Afeganistão;Q18613312;Batalha de Caristão;Q178561;batalha;location;;;0737;Q4817850;Conquista islâmica do Turquestão;Q309345;Meymaneh;;;;Afghanistan;Battle of Kharistan;battle;Muslim conquest of Transoxiana;Maymana;
AFG;Q889;Afeganistão;Q4817850;Conquista islâmica do Turquestão;;;from_battle;;;0737;Q4817850;Conquista islâmica do Turquestão;;;;;;Afghanistan;Muslim conquest of Transoxiana;;Muslim conquest of Transoxiana;;
AFG;Q889;Afeganistão;Q65065597;Urtatagai conflict;Q198;guerra;participant;1925;1926;;;;Q7901344;Urta Tagail;;;12;Afghanistan;Urtatagai conflict;war;;Urta Tagail;
AFG;Q889;Afeganistão;Q65065597;Urtatagai conflict;Q198;guerra;location;1925;1926;;;;Q7901344;Urta Tagail;;;12;Afghanistan;Urtatagai conflict;war;;Urta Tagail;
AFG;Q889;Afeganistão;Q86750855;Urtatagai conflict;Q107637520;border conflict;participant;1913;1913;;;;Q7901344;Urta Tagail;;;;Afghanistan;Urtatagai conflict;border conflict;;Urta Tagail;
AFG;Q889;Afeganistão;Q86750855;Urtatagai conflict;Q107637520;border conflict;location;1913;1913;;;;Q7901344;Urta Tagail;;;;Afghanistan;Urtatagai conflict;border conflict;;Urta Tagail;
AFG;Q889;Afeganistão;Q109860738;2021 Afghanistan–Iran clashes;Q107637520;border conflict;participant;;;2021;;;Q3088662;Fronteira Afeganistão-Irão;;;;Afghanistan;2021 Afghanistan–Iran clashes;border conflict;;Afghanistan–Iran border;
AFG;Q889;Afeganistão;Q109860738;2021 Afghanistan–Iran clashes;Q107637520;border conflict;location;;;2021;;;Q3088662;Fronteira Afeganistão-Irão;;;;Afghanistan;2021 Afghanistan–Iran clashes;border conflict;;Afghanistan–Iran border;
AFG;Q889;Afeganistão;Q110425494;Timur's conquest of Zamindawar and war with the Qara'unas;Q1361229;Conquista militar;participant;1383;1384;;Q65121240;Timurid conquests and invasions;Q3820180;Zamindawar;;;;Afghanistan;Timur's conquest of Zamindawar and war with the Qara'unas;conquest;Timurid conquests and invasions;Zamindawar;
AFG;Q889;Afeganistão;Q110425494;Timur's conquest of Zamindawar and war with the Qara'unas;Q1361229;Conquista militar;location;1383;1384;;Q65121240;Timurid conquests and invasions;Q3820180;Zamindawar;;;;Afghanistan;Timur's conquest of Zamindawar and war with the Qara'unas;conquest;Timurid conquests and invasions;Zamindawar;
AFG;Q889;Afeganistão;Q65121240;Timurid conquests and invasions;;;from_battle;1383;1384;;Q65121240;Timurid conquests and invasions;;;;;;Afghanistan;Timurid conquests and invasions;;Timurid conquests and invasions;;
AFG;Q889;Afeganistão;Q117230127;Persian Gulf Wars;Q104212151;series of wars;participant;1974;2011;;Q51615;história do Oriente Médio;Q34675;Golfo Pérsico;;;;Afghanistan;Persian Gulf Wars;series of wars;history of the Middle East;Persian Gulf;
AFG;Q889;Afeganistão;Q51615;história do Oriente Médio;;;from_battle;1974;2011;;Q51615;história do Oriente Médio;;;;;;Afghanistan;history of the Middle East;;history of the Middle East;;
AFG;Q889;Afeganistão;Q118255738;Battle of Michni;Q178561;batalha;participant;;;1836;Q4689049;Afghan–Sikh Wars;;;;;;Afghanistan;Battle of Michni;battle;Afghan–Sikh Wars;;
AFG;Q889;Afeganistão;Q4689049;Afghan–Sikh Wars;;;from_battle;;;1836;Q4689049;Afghan–Sikh Wars;;;;;;Afghanistan;Afghan–Sikh Wars;;Afghan–Sikh Wars;;
AFG;Q889;Afeganistão;Q118779713;2023 Afghanistan–Iran clash;Q107637520;border conflict;participant;2022;;2023;Q1519107;Guerra Civil do Afeganistão;Q3088662;Fronteira Afeganistão-Irão;;;;Afghanistan;2023 Afghanistan–Iran clash;border conflict;Afghan Conflict;Afghanistan–Iran border;
AFG;Q889;Afeganistão;Q118779713;2023 Afghanistan–Iran clash;Q107637520;border conflict;location;2022;;2023;Q1519107;Guerra Civil do Afeganistão;Q3088662;Fronteira Afeganistão-Irão;;;;Afghanistan;2023 Afghanistan–Iran clash;border conflict;Afghan Conflict;Afghanistan–Iran border;
AFG;Q889;Afeganistão;Q119840749;Afghan Turkestan Campaign of 1838-39;Q831663;campanha militar;participant;1838;1839;;;;Q3431702;Turquestão afegão;;;;Afghanistan;Afghan Turkestan Campaign of 1838-39;military campaign;;Afghan Turkestan;
AFG;Q889;Afeganistão;Q130306550;Qing-Kyrgyz War;Q198;guerra;participant;1758;1846;;;;Q27275;Ásia Central;;;;Afghanistan;Qing-Kyrgyz War;war;;Central Asia;
AFG;Q889;Afeganistão;Q130749503;Battle of Tabriz;Q178561;batalha;participant;;;1757;;;Q80053;Tabriz;;;;Afghanistan;Battle of Tabriz;battle;;Tabriz;
AFG;Q889;Afeganistão;Q135938510;Siege of Jalalabad;Q188055;cerco;participant;1928;1929;;Q10952572;Guerra Civil Afegã (1928–1929);Q183303;Jalalabad;;;;Afghanistan;Siege of Jalalabad;siege;Afghan Civil War (1928–1929);Jalalabad;
AFG;Q889;Afeganistão;Q135938510;Siege of Jalalabad;Q188055;cerco;location;1928;1929;;Q10952572;Guerra Civil Afegã (1928–1929);Q183303;Jalalabad;;;;Afghanistan;Siege of Jalalabad;siege;Afghan Civil War (1928–1929);Jalalabad;
AFG;Q889;Afeganistão;Q10952572;Guerra Civil Afegã (1928–1929);;;from_battle;1928;1929;;Q10952572;Guerra Civil Afegã (1928–1929);;;;;;Afghanistan;Afghan Civil War (1928–1929);;Afghan Civil War (1928–1929);;
AFG;Q889;Afeganistão;Q64879;Cerco de Malakand;Q188055;cerco;participant;1897;1897;;Q15783468;Guerras Anglo-Afegãs;Q1820054;Malakand Agency;;;;Afghanistan;Siege of Malakand;siege;Anglo-Afghan War;Malakand Agency;
AFG;Q889;Afeganistão;Q15783468;Guerras Anglo-Afegãs;;;from_battle;1897;1897;;Q15783468;Guerras Anglo-Afegãs;;;;;;Afghanistan;Anglo-Afghan War;;Anglo-Afghan War;;
AFG;Q889;Afeganistão;Q2993585;Incidente de Panjdeh;Q42750320;border incident;participant;1885;1885;;Q216702;Grande Jogo;Q864655;Serhetabat;;;;Afghanistan;Panjdeh Incident;border incident;Great Game;Serhetabat;
AFG;Q889;Afeganistão;Q133837159;Afghan insurrections in Bengal;Q1323212;insurgência;participant;1745;1750;;;;Q1165;Bihar;;;;Afghanistan;Afghan insurrections in Bengal;insurgency;;Bihar;
AFG;Q889;Afeganistão;Q136440328;2002 Afghan coup plot;Q25906438;tentativa de golpe de Estado;participant;;;2002;Q182865;Guerra do Afeganistão;Q5838;Cabul;;;;Afghanistan;2002 Afghan coup plot;attempted coup d'état;War in Afghanistan (2001–2021);Kabul;
