iso3,country,site,site_qid,type,year,lat,lon
AFG,Afeganistão,Cultural Landscape and Archaeological Remains of the Bamiyan Valley,Q50810144,sítio arqueológico,2003,34.832042,67.826803
AFG,Afeganistão,Cultural Landscape and Archaeological Remains of the Bamiyan Valley,Q50810144,paisagem cultural,2003,34.832042,67.826803
AFG,Afeganistão,Minaret and Archaeological Remains of Jam,Q65953897,conjunto de estruturas ou edifícios,2002,34.3964,64.5159
AGO,Angola,M'banza Congo,Q500189,cidade,2017,-6.2666666666667,14.25
ALB,Albânia,Venetian Acropolis Castle,Q113827411,castelo,,39.7461168,20.0199065
ALB,Albânia,Natural and Cultural Heritage of the Ohrid region,Q2215414,região geográfica,1979,41.1181,20.8133
ALB,Albânia,Florestas primárias de faias dos Cárpatos e de outras regiões da Europa,Q156011,área protegida,2007,49.0,15.0
ALB,Albânia,Historic Centres of Berat and Gjirokastër,Q3664670,área protegida,2005,40.07416667,20.14083333
ALB,Albânia,Historic Centres of Berat and Gjirokastër,Q3664670,área protegida,2005,40.707916666667,19.93825
ALB,Albânia,Butrint,Q188694,pólis,1992,39.746067,20.020534
ALB,Albânia,Florestas primárias de faias dos Cárpatos e de outras regiões da Europa,Q156011,grupo,2007,49.0,15.0
AND,Andorra,Vale Madriu-Perafita-Claror,Q332800,área protegida,2013,42.492147,1.594426
AND,Andorra,Vale Madriu-Perafita-Claror,Q332800,área protegida,2004,42.492147,1.594426
AND,Andorra,Vale Madriu-Perafita-Claror,Q332800,área protegida,2006,42.492147,1.594426
ARE,Emirados Árabes Unidos,"Cultural Sites of Al Ain (Hafit, Hili, Bidaa Bint Saud and Oases Areas)",Q3962347,área protegida,2011,24.06777778,55.80638889
ARE,Emirados Árabes Unidos,Jabal Al Fayah,Q6172505,colina,2025,25.111404,55.838957
ARE,Emirados Árabes Unidos,Jabal Al Fayah,Q6172505,sítio arqueológico,2025,25.111404,55.838957
ARG,Argentina,Cueva de las Manos,Q223385,caverna,1993,-47.15,-70.666666666667
ARG,Argentina,Cueva de las Manos,Q223385,caverna,1999,-47.15,-70.666666666667
ARG,Argentina,Cueva de las Manos,Q223385,caverna,2018,-47.15,-70.666666666667
ARG,Argentina,Península Valdés,Q213237,península,2012,-42.5,-63.933333
ARG,Argentina,Península Valdés,Q213237,península,1999,-42.5,-63.933333
ARG,Argentina,"ESMA Museum and Site of Memory – Former Clandestine Center of Detention, Torture and Extermination",Q28663704,museu,2017,-34.536627777778,-58.465475
ARG,Argentina,"ESMA Museum and Site of Memory – Former Clandestine Center of Detention, Torture and Extermination",Q28663704,museu,2023,-34.536627777778,-58.465475
ARG,Argentina,Quebrada de Humahuaca,Q28061,vale,2003,-23.199861111111,-65.348861111111
ARG,Argentina,Quebrada de Humahuaca,Q28061,vale,2003,-23.1,-65.33333
ARG,Argentina,Parque Nacional Los Glaciares,Q215992,parque nacional,1981,-50.0,-73.0
ARG,Argentina,Parque Nacional Los Alerces,Q828291,parque nacional,2017,-42.8075,-71.89888889
ARG,Argentina,Bairro Jesuíta e Estâncias de Córdoba,Q837642,estância,2000,-31.656111111111,-64.435277777778
ARG,Argentina,Bairro Jesuíta e Estâncias de Córdoba,Q837642,missão jesuítica na América,2000,-31.656111111111,-64.435277777778
ARG,Argentina,Missões Jesuítas Guarani,Q465960,Missões,1983,-27.255280555556,-55.531669444444
ARG,Argentina,Escola de Mecânica da Armada,Q1292306,escola militar,2008,-34.53841667,-58.46361111
ARG,Argentina,Escola de Mecânica da Armada,Q1292306,escola militar,2023,-34.53841667,-58.46361111
ARG,Argentina,Cueva de las Manos,Q223385,gruta com arte pré-histórica,1993,-47.15,-70.666666666667
ARG,Argentina,Cueva de las Manos,Q223385,gruta com arte pré-histórica,1999,-47.15,-70.666666666667
ARG,Argentina,Cueva de las Manos,Q223385,gruta com arte pré-histórica,2018,-47.15,-70.666666666667
ARG,Argentina,Ischigualasto / Talampaya Natural Parks,Q17132555,grupo,2000,-29.8,-67.833333
ARG,Argentina,Iguazú National Park World Heritage Site,Q57072712,grupo,1984,-25.666666666667,-54.4
ARG,Argentina,Cueva de las Manos,Q223385,atração turística,1993,-47.15,-70.666666666667
ARG,Argentina,Cueva de las Manos,Q223385,atração turística,1999,-47.15,-70.666666666667
ARG,Argentina,Cueva de las Manos,Q223385,atração turística,2018,-47.15,-70.666666666667
ARG,Argentina,Caminhos Incas,Q948975,rede de estradas,2014,-18.25,-69.59166667
ARG,Argentina,Caminhos Incas,Q948975,rede de estradas,2001,-18.25,-69.59166667
ARG,Argentina,Quebrada de Humahuaca,Q28061,canhão,2003,-23.199861111111,-65.348861111111
ARG,Argentina,Quebrada de Humahuaca,Q28061,canhão,2003,-23.1,-65.33333
ARG,Argentina,Ischigualasto / Talampaya Natural Parks,Q17132555,reserva natural,2000,-29.8,-67.833333
ARG,Argentina,Iguazú National Park World Heritage Site,Q57072712,reserva natural,1984,-25.666666666667,-54.4
ARG,Argentina,Ischigualasto / Talampaya Natural Parks,Q17132555,item em uma região geográfica,2000,-29.8,-67.833333
ARG,Argentina,"O Trabalho Arquitetônico de Le Corbusier, uma Contribuição Impressionante para o Movimento Moderno",Q55619850,conjunto de estruturas ou edifícios,2016,46.468414,6.829336
ARG,Argentina,Missões Jesuítas Guarani,Q465960,património cultural,1983,-27.255280555556,-55.531669444444
ARM,Armênia,Cathedral and Churches of Echmiatsin and the Archaeological Site of Zvartnots,Q22026170,conjunto de estruturas ou edifícios,2000,40.159305555556,44.295138888889
ARM,Armênia,Monasteries of Haghpat and Sanahin,Q16910825,grupo,1996,41.095,44.71028
ARM,Armênia,Monastery of Geghard and the Upper Azat Valley,Q17155656,área protegida,2000,40.15889,44.79667
ATG,Antígua e Barbuda,"Shirley Heights, Antigua and Barbuda",Q123171178,base militar,2016,17.00255,-61.754498
ATG,Antígua e Barbuda,Fort Berkeley,Q123376524,base militar,2016,17.004444444444,-61.763333333333
ATG,Antígua e Barbuda,Fort Charlotte,Q123577871,base militar,2016,17.0001,-61.7606
ATG,Antígua e Barbuda,Antigua Naval Dockyard and Related Archaeological Sites,Q124402010,abra,2016,17.00455,-61.76007
ATG,Antígua e Barbuda,Docas Navais de Antigua,Q1435206,marina,2016,17.008333333333,-61.764444444444
ATG,Antígua e Barbuda,Antigua Naval Dockyard and Related Archaeological Sites,Q124402010,conjunto de estruturas ou edifícios,2016,17.00455,-61.76007
ATG,Antígua e Barbuda,Clarence House,Q124310652,,2016,17.010070936355,-61.762205792882
AUS,Austrália,Budj Bim,Q260465,montanha,2019,-38.0667,141.917
AUS,Austrália,Budj Bim,Q260465,montanha,2017,-38.0667,141.917
AUS,Austrália,Ilha Fraser,Q134905,ilha,1992,-25.24,153.15
AUS,Austrália,Ilha Fraser,Q134905,ilha,2007,-25.24,153.15
AUS,Austrália,Ilha Macquarie,Q46650,ilha,1997,-54.63,158.86
AUS,Austrália,Florestas Tropicais Gondwana da Austrália,Q643063,floresta húmida,2007,-29.6,149.6
AUS,Austrália,Florestas Tropicais Gondwana da Austrália,Q643063,floresta húmida,1986,-29.6,149.6
AUS,Austrália,Grande Barreira de Coral,Q7343,recife de coral,2007,-16.4,145.8
AUS,Austrália,Grande Barreira de Coral,Q7343,recife de coral,1981,-16.4,145.8
AUS,Austrália,Ilha Heard e Ilhas McDonald,Q131198,arquipélago,1997,-53.093527777778,73.517
AUS,Austrália,Ilha Heard e Ilhas McDonald,Q131198,arquipélago,2007,-53.093527777778,73.517
AUS,Austrália,Lord Howe Island Group,Q1869866,arquipélago,1982,-31.556175,159.079723
AUS,Austrália,Lord Howe Island Group,Q1869866,arquipélago,1999,-31.556175,159.079723
AUS,Austrália,Lord Howe Island Group,Q1869866,arquipélago,2007,-31.556175,159.079723
AUS,Austrália,Parque Nacional Purnululu,Q679568,parque nacional,2007,-17.448789,128.546055
AUS,Austrália,Parque Nacional Purnululu,Q679568,parque nacional,2003,-17.448789,128.546055
AUS,Austrália,Murujuga National Park,Q25386203,parque nacional,2025,-20.575277777778,116.81097222222
AUS,Austrália,Murujuga National Park,Q25386203,parque nacional,2025,-20.58333333,116.83333333
AUS,Austrália,Ilha Fraser,Q134905,área protegida,1992,-25.24,153.15
AUS,Austrália,Ilha Fraser,Q134905,área protegida,2007,-25.24,153.15
AUS,Austrália,Região dos Lagos Willandra,Q747875,área protegida,1981,-33.618142,143.101406
AUS,Austrália,Região dos Lagos Willandra,Q747875,área protegida,2007,-33.618142,143.101406
AUS,Austrália,Greater Blue Mountains Area,Q934627,área protegida,2000,-33.7,150.0
AUS,Austrália,Ópera de Sydney,Q45178,teatro de ópera,1980,-33.857058,151.214897
AUS,Austrália,Ópera de Sydney,Q45178,teatro de ópera,2007,-33.857058,151.214897
AUS,Austrália,Ópera de Sydney,Q45178,teatro de ópera,2005,-33.857058,151.214897
AUS,Austrália,Costa de Ningaloo,Q1541665,recife,2011,-22.739,113.628
AUS,Austrália,Costa de Ningaloo,Q1541665,recife,2010,-22.739,113.628
AUS,Austrália,Ópera de Sydney,Q45178,atração turística,1980,-33.857058,151.214897
AUS,Austrália,Ópera de Sydney,Q45178,atração turística,2007,-33.857058,151.214897
AUS,Austrália,Ópera de Sydney,Q45178,atração turística,2005,-33.857058,151.214897
AUS,Austrália,Sítios das Colónias Penais Australianas,Q391496,conjunto de edifícios,2010,-33.37833333,150.9944444
AUS,Austrália,Trópicos húmidos de Queensland,Q1135808,paisagem natural,2007,-17.2,145.8
AUS,Austrália,Trópicos húmidos de Queensland,Q1135808,paisagem natural,1988,-17.2,145.8
AUS,Austrália,Parque Nacional Kakadu,Q189657,parque nacional da Austrália,2007,-13.005471,132.519512
AUS,Austrália,Parque Nacional Kakadu,Q189657,parque nacional da Austrália,1980,-13.005471,132.519512
AUS,Austrália,Parque Nacional Uluru-Kata Tjuta,Q251999,parque nacional da Austrália,1987,-25.322076,130.985732
AUS,Austrália,Parque Nacional Uluru-Kata Tjuta,Q251999,parque nacional da Austrália,2007,-25.322076,130.985732
AUS,Austrália,Parque Nacional Uluru-Kata Tjuta,Q251999,parque nacional da Austrália,2004,-25.322076,130.985732
AUS,Austrália,Royal Exhibition Building and Carlton Gardens,Q15278460,conjunto de estruturas ou edifícios,2004,-37.80611111,144.9702778
AUS,Austrália,Áreas selvagens da Tasmânia,Q138170,grupo de áreas protegidas,1982,-42.5957,146.1729
AUS,Austrália,Parque Nacional Purnululu,Q679568,parque nacional da Austrália,2007,-17.448789,128.546055
AUS,Austrália,Parque Nacional Purnululu,Q679568,parque nacional da Austrália,2003,-17.448789,128.546055
AUS,Austrália,Sítios Fossilíferos de Mamíferos da Austrália (Riversleigh/Naracoorte),Q15933552,grupo de áreas protegidas,1994,-19.08333333,138.7166667
AUS,Austrália,Murujuga National Park,Q25386203,parque nacional da Austrália,2025,-20.575277777778,116.81097222222
AUS,Austrália,Murujuga National Park,Q25386203,parque nacional da Austrália,2025,-20.58333333,116.83333333
AUS,Austrália,Kakadu National Park,Q65096742,grupo de áreas protegidas,1981,-13.0055,132.5195
AUS,Austrália,Ópera de Sydney,Q45178,ponto de referência,1980,-33.857058,151.214897
AUS,Austrália,Ópera de Sydney,Q45178,ponto de referência,2007,-33.857058,151.214897
AUS,Austrália,Ópera de Sydney,Q45178,ponto de referência,2005,-33.857058,151.214897
AUS,Austrália,Shark Bay,Q38167074,,1991,-25.92897,113.604655
AUS,Austrália,Shark Bay,Q38167074,,2007,-25.92897,113.604655
AUT,Áustria,Historic Centre of the City of Salzburg,Q1621046,centro histórico,1996,47.7997,13.0486
AUT,Áustria,Historic Centre of Vienna,Q11288310,centro histórico,2001,48.2084,16.3722
AUT,Áustria,Paisagem Cultural de Wachau,Q192201,vale,2000,48.36444,15.43417
AUT,Áustria,Via Férrea de Semmering,Q259313,linha ferroviária,1998,47.643,15.831
AUT,Áustria,Florestas primárias de faias dos Cárpatos e de outras regiões da Europa,Q156011,área protegida,2007,49.0,15.0
AUT,Áustria,"Paisagem Cultural de Hallstatt-Dachstein, Salzkammergut",Q1033019,paisagem cultural,1997,47.5594,13.6464
AUT,Áustria,Paisagem Cultural de Fertö/Neusiedlersee,Q2925869,paisagem cultural,2001,47.80055556,16.73472222
AUT,Áustria,Frontiers of the Roman Empire – The Danube Limes (Western Segment),Q108017566,conjunto de edifícios,2021,48.115,16.861
AUT,Áustria,Lago de Neusiedl,Q6396,lago endorreico,1979,47.833333333333,16.75
AUT,Áustria,Lago de Neusiedl,Q6396,área protegida da rede Natura 2000,1979,47.833333333333,16.75
AUT,Áustria,Lago de Neusiedl,Q6396,lago endorreico,2001,47.833333333333,16.75
AUT,Áustria,Lago de Neusiedl,Q6396,área protegida da rede Natura 2000,2001,47.833333333333,16.75
AUT,Áustria,Florestas primárias de faias dos Cárpatos e de outras regiões da Europa,Q156011,grupo,2007,49.0,15.0
AUT,Áustria,City of Graz – Historic Centre and Schloss Eggenberg,Q2326418,grupo,1999,47.074166666667,15.391666666667
AUT,Áustria,Palace and gardens of Schönbrunn,Q64596229,grupo,1996,48.18667,16.31333
AUT,Áustria,Sítios palafíticos pré-históricos em redor dos Alpes,Q4580,grupo,2011,,
AUT,Áustria,Grandes cidades termais da Europa,Q16064866,,2021,50.330555555556,7.7286083333333
AUT,Áustria,Grandes cidades termais da Europa,Q16064866,,2021,50.492222222222,5.8669444444444
AUT,Áustria,Grandes cidades termais da Europa,Q16064866,,2021,49.964958333333,12.701322222222
AUT,Áustria,Grandes cidades termais da Europa,Q16064866,,2021,43.888605555556,10.779444444444
AUT,Áustria,Grandes cidades termais da Europa,Q16064866,,2021,48.757494444444,8.2424944444444
AUT,Áustria,Grandes cidades termais da Europa,Q16064866,,2021,50.223055555556,12.883605555556
AUT,Áustria,Grandes cidades termais da Europa,Q16064866,,2021,50.117222222222,12.350555555556
AUT,Áustria,Grandes cidades termais da Europa,Q16064866,,2021,46.123608333333,3.4202777777778
AUT,Áustria,Grandes cidades termais da Europa,Q16064866,,2021,48.009994444444,16.233605555556
AUT,Áustria,Grandes cidades termais da Europa,Q16064866,,2021,50.197775,10.075
AUT,Áustria,Grandes cidades termais da Europa,Q16064866,,2021,51.381305555556,-2.3590555555556
AUT,Áustria,Grandes cidades termais da Europa,Q16064866,,2014,50.330555555556,7.7286083333333
AUT,Áustria,Grandes cidades termais da Europa,Q16064866,,2014,50.492222222222,5.8669444444444
AUT,Áustria,Grandes cidades termais da Europa,Q16064866,,2014,49.964958333333,12.701322222222
AUT,Áustria,Grandes cidades termais da Europa,Q16064866,,2014,43.888605555556,10.779444444444
AUT,Áustria,Grandes cidades termais da Europa,Q16064866,,2014,48.757494444444,8.2424944444444
AUT,Áustria,Grandes cidades termais da Europa,Q16064866,,2014,50.223055555556,12.883605555556
AUT,Áustria,Grandes cidades termais da Europa,Q16064866,,2014,50.117222222222,12.350555555556
AUT,Áustria,Grandes cidades termais da Europa,Q16064866,,2014,46.123608333333,3.4202777777778
AUT,Áustria,Grandes cidades termais da Europa,Q16064866,,2014,48.009994444444,16.233605555556
AUT,Áustria,Grandes cidades termais da Europa,Q16064866,,2014,50.197775,10.075
AUT,Áustria,Grandes cidades termais da Europa,Q16064866,,2014,51.381305555556,-2.3590555555556
AZE,Azerbaijão,Historic Centre of Sheki with the Khan’s Palace,Q106762537,centro histórico,2019,41.191944444444,47.170555555556
AZE,Azerbaijão,Walled City of Baku with the Shirvanshahs' Palace and Maiden Tower,Q29901643,grupo,2000,40.366666666667,49.833333333333
AZE,Azerbaijão,Cultural Landscape of Khinalig People and “Köç Yolu” Transhumance Route,Q122852382,paisagem cultural,2023,40.7059,48.8854
AZE,Azerbaijão,Historic Centre of Sheki with the Khan’s Palace,Q106762537,palácio,2019,41.191944444444,47.170555555556
AZE,Azerbaijão,Paisagem Cultural de Arte Rupestre de Gobustán,Q318181,reserva natural,2007,40.10555556,49.38888889
BEL,Bélgica,Neolithic flint mines of Spiennes,Q677879,Património Mundial da Unesco,1991,50.419988888889,3.982575
BEL,Bélgica,Neolithic flint mines of Spiennes,Q677879,Património Mundial da Unesco,2000,50.419988888889,3.982575
BEL,Bélgica,Neolithic flint mines of Spiennes,Q677879,Património Mundial da Unesco,2009,50.419988888889,3.982575
BEL,Bélgica,Major Town Houses of the Architect Victor Horta,Q1426014,Património Mundial da Unesco,2000,50.81666667,4.35
BEL,Bélgica,Catedral de Nossa Senhora de Tournai,Q391229,catedral,2009,50.606502,3.388903
BEL,Bélgica,Catedral de Nossa Senhora de Tournai,Q391229,catedral,2000,50.606502,3.388903
BEL,Bélgica,Catedral de Nossa Senhora de Tournai,Q391229,catedral,1936,50.606502,3.388903
BEL,Bélgica,Casa Stoclet,Q239028,palácio,2006,50.83514,4.41625
BEL,Bélgica,Casa Stoclet,Q239028,palácio,1976,50.83514,4.41625
BEL,Bélgica,Casa Stoclet,Q239028,palácio,2009,50.83514,4.41625
BEL,Bélgica,Yser Tower,Q1708620,torre,2023,51.03165,2.85214
BEL,Bélgica,Catedral de Nossa Senhora de Tournai,Q391229,igreja,2009,50.606502,3.388903
BEL,Bélgica,Catedral de Nossa Senhora de Tournai,Q391229,igreja,2000,50.606502,3.388903
BEL,Bélgica,Catedral de Nossa Senhora de Tournai,Q391229,igreja,1936,50.606502,3.388903
BEL,Bélgica,Museu Plantin-Moretus,Q595802,museu,2005,51.218294444444,4.3981638888889
BEL,Bélgica,Yser Tower,Q1708620,museu,2023,51.03165,2.85214
BEL,Bélgica,Porta de Menin,Q1822397,porta da cidade,2023,50.852053275368,2.8910704098875
BEL,Bélgica,Porta de Menin,Q1822397,monumento de guerra,2023,50.852053275368,2.8910704098875
BEL,Bélgica,Kemmelberg Ossuary,Q2073286,monumento de guerra,2023,50.779,2.80772
BEL,Bélgica,Saint Julien Memorial,Q4350430,monumento de guerra,2023,50.89947,2.94061
BEL,Bélgica,Saint Julien Memorial,Q4350430,monumento de guerra,2009,50.89947,2.94061
BEL,Bélgica,Saint Julien Memorial,Q4350430,monumento de guerra,2009,50.89947,2.94061
BEL,Bélgica,Island of Ireland Peace Park,Q6083563,monumento de guerra,2009,50.7598,2.89475833
BEL,Bélgica,Island of Ireland Peace Park,Q6083563,monumento de guerra,2009,50.7598,2.89475833
BEL,Bélgica,Island of Ireland Peace Park,Q6083563,monumento de guerra,2023,50.7598,2.89475833
BEL,Bélgica,Kemmelberg Ossuary,Q2073286,ossário,2023,50.779,2.80772
BEL,Bélgica,Marktplein (Sint-Lievens-Houtem),Q126902614,praça,2010,50.920547222222,3.8592083333333
BEL,Bélgica,Historic Centre of Brugge,Q5762117,centro histórico,2000,51.20891,3.22527
BEL,Bélgica,Florestas primárias de faias dos Cárpatos e de outras regiões da Europa,Q156011,área protegida,2007,49.0,15.0
BEL,Bélgica,Nieuport Memorial,Q13528892,cenotáfio,1999,51.13696,2.75563
BEL,Bélgica,Nieuport Memorial,Q13528892,cenotáfio,2011,51.13696,2.75563
BEL,Bélgica,Nieuport Memorial,Q13528892,cenotáfio,2023,51.13696,2.75563
BEL,Bélgica,Belle-Motte French National Cemetery,Q2002032,cemitério militar,2023,50.40347,4.60306
BEL,Bélgica,l’Orée de la Forêt Military Cemetery,Q2201265,cemitério militar,2023,49.73,5.48111
BEL,Bélgica,Houthulst military cemetery,Q2265764,cemitério militar,2023,50.96667,2.94833
BEL,Bélgica,Oeren military cemetery,Q2703783,cemitério militar,2009,51.02381,2.70464
BEL,Bélgica,Oeren military cemetery,Q2703783,cemitério militar,2023,51.02381,2.70464
BEL,Bélgica,Oeren military cemetery,Q2703783,cemitério militar,2008,51.02381,2.70464
BEL,Bélgica,Du Plateau Cemetery,Q2705043,cemitério militar,1989,49.73861,5.48083
BEL,Bélgica,Du Plateau Cemetery,Q2705043,cemitério militar,2023,49.73861,5.48083
BEL,Bélgica,Lijssenthoek Military Cemetery,Q1934651,Comissão de manutençâo de sepulturas de guerra da Commonwealth,2023,50.82878,2.70106
BEL,Bélgica,Lone Tree Cemetery,Q2076718,Comissão de manutençâo de sepulturas de guerra da Commonwealth,2023,50.77444,2.86194
BEL,Bélgica,Essex Farm Cemetery,Q2226435,Comissão de manutençâo de sepulturas de guerra da Commonwealth,2023,50.87072,2.87325
BEL,Bélgica,Essex Farm Cemetery,Q2226435,Comissão de manutençâo de sepulturas de guerra da Commonwealth,2009,50.87072,2.87325
BEL,Bélgica,Strand Military Cemetery,Q2299768,Comissão de manutençâo de sepulturas de guerra da Commonwealth,2023,50.73275,2.88089
BEL,Bélgica,Hyde Park Corner (Royal Berks) Cemetery,Q2326014,Comissão de manutençâo de sepulturas de guerra da Commonwealth,2023,50.7375,2.88264
BEL,Bélgica,"Track ""X"" Cemetery",Q2333369,Comissão de manutençâo de sepulturas de guerra da Commonwealth,2023,50.878167,2.911528
BEL,Bélgica,Tyne Cot Cemetery,Q2369533,Comissão de manutençâo de sepulturas de guerra da Commonwealth,2002,50.8875,2.998889
BEL,Bélgica,Tyne Cot Cemetery,Q2369533,Comissão de manutençâo de sepulturas de guerra da Commonwealth,2009,50.8875,2.998889
BEL,Bélgica,Tyne Cot Cemetery,Q2369533,Comissão de manutençâo de sepulturas de guerra da Commonwealth,2023,50.8875,2.998889
BEL,Bélgica,Ploegsteert Wood Military Cemetery,Q2384108,Comissão de manutençâo de sepulturas de guerra da Commonwealth,2023,50.736972222222,2.8997222222222
BEL,Bélgica,Spanbroekmolen British Cemetery,Q2485005,Comissão de manutençâo de sepulturas de guerra da Commonwealth,2023,50.77833,2.86708
BEL,Bélgica,Hedge Row Trench Cemetery,Q2664077,Comissão de manutençâo de sepulturas de guerra da Commonwealth,2023,50.81941,2.91377
BEL,Bélgica,Woods Cemetery,Q2685191,Comissão de manutençâo de sepulturas de guerra da Commonwealth,2023,50.822361,2.915194
BEL,Bélgica,Berks Cemetery Extension,Q2686894,Comissão de manutençâo de sepulturas de guerra da Commonwealth,2023,50.738055555556,2.882
BEL,Bélgica,Polygon Wood Cemetery,Q2723606,Comissão de manutençâo de sepulturas de guerra da Commonwealth,2023,50.85699,2.99068
BEL,Bélgica,Rifle House Cemetery,Q2751673,Comissão de manutençâo de sepulturas de guerra da Commonwealth,2023,50.735805555556,2.9010277777778
BEL,Bélgica,Welsh Cemetery (Caesar's Nose),Q2767343,Comissão de manutençâo de sepulturas de guerra da Commonwealth,2023,50.886778,2.882028
BEL,Bélgica,Bedford House Cemetery,Q2904568,Comissão de manutençâo de sepulturas de guerra da Commonwealth,2023,50.829,2.8914166666667
BEL,Bélgica,"First DCLI Cemetery, The Bluff",Q2927858,Comissão de manutençâo de sepulturas de guerra da Commonwealth,2023,50.820972,2.913
BEL,Bélgica,Toronto Avenue Cemetery,Q2947778,Comissão de manutençâo de sepulturas de guerra da Commonwealth,2023,50.74075,2.900056
BEL,Bélgica,No Man's Cot Cemetery,Q3993208,Comissão de manutençâo de sepulturas de guerra da Commonwealth,2023,50.883861,2.893361
BEL,Bélgica,Buffs Road Cemetery,Q4985980,Comissão de manutençâo de sepulturas de guerra da Commonwealth,2010,50.876361,2.916556
BEL,Bélgica,Buffs Road Cemetery,Q4985980,Comissão de manutençâo de sepulturas de guerra da Commonwealth,2009,50.876361,2.916556
BEL,Bélgica,Buffs Road Cemetery,Q4985980,Comissão de manutençâo de sepulturas de guerra da Commonwealth,2023,50.876361,2.916556
BEL,Bélgica,Larch Wood (Railway Cutting) Cemetery,Q6488772,Comissão de manutençâo de sepulturas de guerra da Commonwealth,2023,50.82788889,2.92344444
BEL,Bélgica,Mud Corner Cemetery,Q6931339,Comissão de manutençâo de sepulturas de guerra da Commonwealth,2023,50.74233333,2.89791667
BEL,Bélgica,Prowse Point Military Cemetery,Q7252830,Comissão de manutençâo de sepulturas de guerra da Commonwealth,2023,50.74383333,2.89869444
BEL,Bélgica,St Symphorien Military Cemetery,Q12013407,Comissão de manutençâo de sepulturas de guerra da Commonwealth,2023,50.43228,4.01076
BEL,Bélgica,Buttes New British Cemetery,Q18110823,Comissão de manutençâo de sepulturas de guerra da Commonwealth,2009,50.8556,2.99141
BEL,Bélgica,Buttes New British Cemetery,Q18110823,Comissão de manutençâo de sepulturas de guerra da Commonwealth,2023,50.8556,2.99141
BEL,Bélgica,Buttes New British Cemetery,Q18110823,Comissão de manutençâo de sepulturas de guerra da Commonwealth,2010,50.8556,2.99141
BEL,Bélgica,Elevadores do Canal do Centro,Q99372,conjunto de edifícios,1992,50.4714,4.0945
BEL,Bélgica,Elevadores do Canal do Centro,Q99372,conjunto de edifícios,1998,50.4714,4.0945
BEL,Bélgica,Elevadores do Canal do Centro,Q99372,conjunto de edifícios,2009,50.4714,4.0945
BEL,Bélgica,Beguinarias Flamengas,Q265453,conjunto de edifícios,1998,51.030972222222,4.47375
BEL,Bélgica,Vladslo German war cemetery,Q572953,túmulo de guerra,2023,51.070555555556,2.9294444444444
BEL,Bélgica,Bellefontaine Franco-German military cemetery,Q60565263,túmulo de guerra,2023,49.664083333333,5.5148055555556
BEL,Bélgica,Cemetery of the Executed in Tamines,Q64685483,túmulo de guerra,2009,50.4317,4.6142
BEL,Bélgica,Cemetery of the Executed in Tamines,Q64685483,túmulo de guerra,2023,50.4317,4.6142
BEL,Bélgica,Military plots of Robermont Cemetery,Q122803346,túmulo de guerra,2023,50.632222214841,5.6129814292019
BEL,Bélgica,Fort de Loncin,Q1363576,forte,2023,50.67472,5.49194
BEL,Bélgica,Fort de Loncin,Q1363576,museu militar,2023,50.67472,5.49194
BEL,Bélgica,Fort de Loncin,Q1363576,forte,2004,50.67472,5.49194
BEL,Bélgica,Fort de Loncin,Q1363576,museu militar,2004,50.67472,5.49194
BEL,Bélgica,Florestas primárias de faias dos Cárpatos e de outras regiões da Europa,Q156011,grupo,2007,49.0,15.0
BEL,Bélgica,Campanários da Bélgica e da França,Q750675,conjunto de estruturas ou edifícios,1999,50.635266,3.514842
BEL,Bélgica,Principais sítios mineiros da Valónia,Q1921177,conjunto de estruturas ou edifícios,2012,50.43527778,3.838333333
BEL,Bélgica,"O Trabalho Arquitetônico de Le Corbusier, uma Contribuição Impressionante para o Movimento Moderno",Q55619850,conjunto de estruturas ou edifícios,2016,46.468414,6.829336
BEL,Bélgica,Funerary and memory sites of the First World War (Western Front),Q64685453,conjunto de estruturas ou edifícios,2023,,
BEL,Bélgica,Funerary and memory sites of the First World War (Western Front),Q64685453,conjunto de estruturas ou edifícios,2014,,
BEL,Bélgica,Funerary and memory sites of the First World War (Western Front),Q64685453,conjunto de estruturas ou edifícios,2014,,
BEL,Bélgica,Grand-Place de Bruxelas,Q215429,,2002,50.84670775,4.35253815
BEL,Bélgica,Grand-Place de Bruxelas,Q215429,,1998,50.84670775,4.35253815
BEL,Bélgica,Grand-Place de Bruxelas,Q215429,,1977,50.84670775,4.35253815
BEL,Bélgica,Saint-Charles de Potyze Military Cemetery,Q1872242,,2008,50.86292,2.92633
BEL,Bélgica,Saint-Charles de Potyze Military Cemetery,Q1872242,,2023,50.86292,2.92633
BEL,Bélgica,Saint-Charles de Potyze Military Cemetery,Q1872242,,2009,50.86292,2.92633
BEL,Bélgica,Ploegsteert Memorial to the Missing,Q2872987,,2023,50.73767,2.88208
BEL,Bélgica,Tyne Cot Memorial,Q15991782,,2023,50.88745,3.00067
BEL,Bélgica,Grandes cidades termais da Europa,Q16064866,,2021,50.330555555556,7.7286083333333
BEL,Bélgica,Grandes cidades termais da Europa,Q16064866,,2021,50.492222222222,5.8669444444444
BEL,Bélgica,Grandes cidades termais da Europa,Q16064866,,2021,49.964958333333,12.701322222222
BEL,Bélgica,Grandes cidades termais da Europa,Q16064866,,2021,43.888605555556,10.779444444444
BEL,Bélgica,Grandes cidades termais da Europa,Q16064866,,2021,48.757494444444,8.2424944444444
BEL,Bélgica,Grandes cidades termais da Europa,Q16064866,,2021,50.223055555556,12.883605555556
