iso3;year;code;value
KIR;1990;NY.GDP.MKTP.CD;36534294.79915906
KOR;1990;NY.GDP.MKTP.CD;283365844161.0921
KWT;1990;NY.GDP.MKTP.CD;18427777777.77778
KGZ;1990;NY.GDP.MKTP.CD;2660202622.910063
LAO;1990;NY.GDP.MKTP.CD;865559879.4004065
LBN;1990;NY.GDP.MKTP.CD;2838485353.9618664
LSO;1990;NY.GDP.MKTP.CD;596410263.7438493
LBR;1990;NY.GDP.MKTP.CD;384400000.0
LBY;1990;NY.GDP.MKTP.CD;28904183602.48184
LIE;1990;NY.GDP.MKTP.CD;1421509216.3742354
LUX;1990;NY.GDP.MKTP.CD;12778792853.693869
MAC;1990;NY.GDP.MKTP.CD;3246481233.243968
MDG;1990;NY.GDP.MKTP.CD;3931334875.013759
MWI;1990;NY.GDP.MKTP.CD;2737087861.622452
MYS;1990;NY.GDP.MKTP.CD;44024585239.61366
MDV;1990;NY.GDP.MKTP.CD;215043969.84924623
MLI;1990;NY.GDP.MKTP.CD;2681912148.6984205
MLT;1990;NY.GDP.MKTP.CD;2547328747.5076056
MHL;1990;NY.GDP.MKTP.CD;78476000.0
MRT;1990;NY.GDP.MKTP.CD;1506914407.8204668
MUS;1990;NY.GDP.MKTP.CD;2689212760.185763
MEX;1990;NY.GDP.MKTP.CD;261253675692.83783
FSM;1990;NY.GDP.MKTP.CD;147200000.0
MDA;1990;NY.GDP.MKTP.CD;3592857043.050568
MCO;1990;NY.GDP.MKTP.CD;2481307077.109889
MNG;1990;NY.GDP.MKTP.CD;2560785660.0
MAR;1990;NY.GDP.MKTP.CD;30179954774.98992
MMR;1990;NY.GDP.MKTP.CD;2115193513.2955616
NAM;1990;NY.GDP.MKTP.CD;2789921853.531123
NRU;1990;NY.GDP.MKTP.CD;55572375.52904963
NPL;1990;NY.GDP.MKTP.CD;3627560239.489972
NLD;1990;NY.GDP.MKTP.CD;318799003993.7069
NCL;1990;NY.GDP.MKTP.CD;2529440424.166476
NZL;1990;NY.GDP.MKTP.CD;45495129385.04751
NIC;1990;NY.GDP.MKTP.CD;1009455483.8709676
NER;1990;NY.GDP.MKTP.CD;3512356507.885992
NGA;1990;NY.GDP.MKTP.CD;54035795387.80861
MKD;1990;NY.GDP.MKTP.CD;4699646643.109541
NOR;1990;NY.GDP.MKTP.CD;119791843059.57156
OMN;1990;NY.GDP.MKTP.CD;13310273081.924578
PAK;1990;NY.GDP.MKTP.CD;40010423970.45763
PLW;1990;NY.GDP.MKTP.CD;97702303.0
PAN;1990;NY.GDP.MKTP.CD;6433967000.0
PNG;1990;NY.GDP.MKTP.CD;3219729083.0648656
PRY;1990;NY.GDP.MKTP.CD;5812114523.011872
PER;1990;NY.GDP.MKTP.CD;26410386962.801933
PHL;1990;NY.GDP.MKTP.CD;50508286641.57462
POL;1990;NY.GDP.MKTP.CD;65977748210.52632
PRT;1990;NY.GDP.MKTP.CD;78713860216.56589
PRI;1990;NY.GDP.MKTP.CD;30603919000.0
QAT;1990;NY.GDP.MKTP.CD;7360439423.076922
ROU;1990;NY.GDP.MKTP.CD;38247882300.49041
RUS;1990;NY.GDP.MKTP.CD;517014446227.9294
RWA;1990;NY.GDP.MKTP.CD;2550185679.0810885
WSM;1990;NY.GDP.MKTP.CD;125766269.75535832
STP;1990;NY.GDP.MKTP.CD;119297932.7570449
SAU;1990;NY.GDP.MKTP.CD;117630173564.753
SEN;1990;NY.GDP.MKTP.CD;7390967360.421208
SYC;1990;NY.GDP.MKTP.CD;392163560.8686691
SLE;1990;NY.GDP.MKTP.CD;649644097.5661292
SGP;1990;NY.GDP.MKTP.CD;36144336768.702255
SVK;1990;NY.GDP.MKTP.CD;12915046978.161505
SVN;1990;NY.GDP.MKTP.CD;19832029087.127163
SLB;1990;NY.GDP.MKTP.CD;214877666.84606788
SOM;1990;NY.GDP.MKTP.CD;1031282081.1668346
ZAF;1990;NY.GDP.MKTP.CD;126048140141.86874
ESP;1990;NY.GDP.MKTP.CD;536175326477.3098
LKA;1990;NY.GDP.MKTP.CD;8032551173.240139
KNA;1990;NY.GDP.MKTP.CD;217259259.25925925
LCA;1990;NY.GDP.MKTP.CD;579629629.6296296
VCT;1990;NY.GDP.MKTP.CD;240366666.66666663
SDN;1990;NY.GDP.MKTP.CD;33641222222.222225
SUR;1990;NY.GDP.MKTP.CD;388400000.0
SWE;1990;NY.GDP.MKTP.CD;261469578630.8036
CHE;1990;NY.GDP.MKTP.CD;265763573999.42413
SYR;1990;NY.GDP.MKTP.CD;12308624417.826809
TJK;1990;NY.GDP.MKTP.CD;2629395066.270172
TZA;1990;NY.GDP.MKTP.CD;6184384225.027124
THA;1990;NY.GDP.MKTP.CD;85343190719.01065
TLS;1990;NY.GDP.MKTP.CD;128210142.0
TGO;1990;NY.GDP.MKTP.CD;2299665505.614336
TON;1990;NY.GDP.MKTP.CD;113563821.57740392
TTO;1990;NY.GDP.MKTP.CD;5068000000.0
TUN;1990;NY.GDP.MKTP.CD;12290568181.818182
TUR;1990;NY.GDP.MKTP.CD;150655500191.6443
TKM;1990;NY.GDP.MKTP.CD;3189539641.317105
TUV;1990;NY.GDP.MKTP.CD;9542900.901365044
UGA;1990;NY.GDP.MKTP.CD;4304399310.30967
UKR;1990;NY.GDP.MKTP.CD;81393558423.44063
ARE;1990;NY.GDP.MKTP.CD;50701443748.29747
GBR;1990;NY.GDP.MKTP.CD;1093169389204.5454
USA;1990;NY.GDP.MKTP.CD;5963144000000.0
URY;1990;NY.GDP.MKTP.CD;9298807850.299791
UZB;1990;NY.GDP.MKTP.CD;13362340337.86568
VUT;1990;NY.GDP.MKTP.CD;168879207.24414828
VEN;1990;NY.GDP.MKTP.CD;48606952194.775154
VNM;1990;NY.GDP.MKTP.CD;6471740805.56984
YEM;1990;NY.GDP.MKTP.CD;12643821568.96257
ZMB;1990;NY.GDP.MKTP.CD;3288381797.3241487
ZWE;1990;NY.GDP.MKTP.CD;8783817407.25857
ALB;1991;NY.GDP.MKTP.CD;1099559027.7777777
DZA;1991;NY.GDP.MKTP.CD;45715676428.2766
AND;1991;NY.GDP.MKTP.CD;1106891361.5394838
AGO;1991;NY.GDP.MKTP.CD;10603784541.19696
ATG;1991;NY.GDP.MKTP.CD;504337037.037037
ARG;1991;NY.GDP.MKTP.CD;189719984268.48453
ARM;1991;NY.GDP.MKTP.CD;2069870129.8701296
ABW;1991;NY.GDP.MKTP.CD;872067039.1061453
AUS;1991;NY.GDP.MKTP.CD;325975319455.5305
AUT;1991;NY.GDP.MKTP.CD;173113449616.97113
AZE;1991;NY.GDP.MKTP.CD;5344000000.0
BHS;1991;NY.GDP.MKTP.CD;3111160000.0
BHR;1991;NY.GDP.MKTP.CD;5248911170.212766
BGD;1991;NY.GDP.MKTP.CD;30957483949.57983
BRB;1991;NY.GDP.MKTP.CD;2020583702.0832293
BLR;1991;NY.GDP.MKTP.CD;18404907975.46012
BEL;1991;NY.GDP.MKTP.CD;210510999409.3325
BLZ;1991;NY.GDP.MKTP.CD;597100000.0
BEN;1991;NY.GDP.MKTP.CD;1986437796.5305347
BMU;1991;NY.GDP.MKTP.CD;1634900000.0
BTN;1991;NY.GDP.MKTP.CD;240294286.0159245
BOL;1991;NY.GDP.MKTP.CD;5343262457.102258
BIH;1991;NY.GDP.MKTP.CD;6122959183.67347
BWA;1991;NY.GDP.MKTP.CD;3942876703.451844
BRA;1991;NY.GDP.MKTP.CD;342534090909.09094
BRN;1991;NY.GDP.MKTP.CD;6284497300.384011
BGR;1991;NY.GDP.MKTP.CD;7628738475.3766575
BFA;1991;NY.GDP.MKTP.CD;3135045584.08387
BDI;1991;NY.GDP.MKTP.CD;1167398478.3459036
CPV;1991;NY.GDP.MKTP.CD;319827058.5928748
KHM;1991;NY.GDP.MKTP.CD;2054974089.364303
CMR;1991;NY.GDP.MKTP.CD;11840192296.38931
CAN;1991;NY.GDP.MKTP.CD;612527712315.615
CAF;1991;NY.GDP.MKTP.CD;1377374986.5870886
TCD;1991;NY.GDP.MKTP.CD;1877137981.757122
CHL;1991;NY.GDP.MKTP.CD;38232330917.20109
CHN;1991;NY.GDP.MKTP.CD;384510452961.6725
COL;1991;NY.GDP.MKTP.CD;49637993948.8402
COM;1991;NY.GDP.MKTP.CD;424108769.5022311
COD;1991;NY.GDP.MKTP.CD;9625436872.510746
COG;1991;NY.GDP.MKTP.CD;2724853505.8033624
CRI;1991;NY.GDP.MKTP.CD;7215725487.305488
CIV;1991;NY.GDP.MKTP.CD;10492628580.748444
HRV;1991;NY.GDP.MKTP.CD;18760386774.797256
CUB;1991;NY.GDP.MKTP.CD;24316556025.658524
CYP;1991;NY.GDP.MKTP.CD;5770197348.484848
CZE;1991;NY.GDP.MKTP.CD;30071014282.32181
DNK;1991;NY.GDP.MKTP.CD;139180507777.69092
DJI;1991;NY.GDP.MKTP.CD;462421998.5257792
DMA;1991;NY.GDP.MKTP.CD;219762962.96296296
DOM;1991;NY.GDP.MKTP.CD;9824483339.945175
ECU;1991;NY.GDP.MKTP.CD;16988535267.633818
EGY;1991;NY.GDP.MKTP.CD;37387836490.52842
SLV;1991;NY.GDP.MKTP.CD;5252342400.0
GNQ;1991;NY.GDP.MKTP.CD;110906028.53686224
SWZ;1991;NY.GDP.MKTP.CD;1156135717.9459786
ETH;1991;NY.GDP.MKTP.CD;13799799323.6715
FRO;1991;NY.GDP.MKTP.CD;909253214.8260804
FJI;1991;NY.GDP.MKTP.CD;1383883249.5910022
FIN;1991;NY.GDP.MKTP.CD;127794441993.82443
FRA;1991;NY.GDP.MKTP.CD;1258961748633.88
PYF;1991;NY.GDP.MKTP.CD;3410078967.898227
GAB;1991;NY.GDP.MKTP.CD;5402919784.570041
GMB;1991;NY.GDP.MKTP.CD;690311080.5150175
GEO;1991;NY.GDP.MKTP.CD;6324503311.258279
DEU;1991;NY.GDP.MKTP.CD;1875792575132.587
GHA;1991;NY.GDP.MKTP.CD;6603185267.796426
GRC;1991;NY.GDP.MKTP.CD;103680863712.84352
GRL;1991;NY.GDP.MKTP.CD;1016500069.2570796
GRD;1991;NY.GDP.MKTP.CD;300757888.8888889
GTM;1991;NY.GDP.MKTP.CD;9406135143.411654
GIN;1991;NY.GDP.MKTP.CD;4396178694.153499
GNB;1991;NY.GDP.MKTP.CD;668470890.7851467
GUY;1991;NY.GDP.MKTP.CD;348533094.8121646
HTI;1991;NY.GDP.MKTP.CD;3473562627.794227
HND;1991;NY.GDP.MKTP.CD;4648668478.567533
HKG;1991;NY.GDP.MKTP.CD;88959997899.92932
HUN;1991;NY.GDP.MKTP.CD;34867307352.64602
ISL;1991;NY.GDP.MKTP.CD;6909730288.170614
IND;1991;NY.GDP.MKTP.CD;270105341879.2264
IDN;1991;NY.GDP.MKTP.CD;116621996217.1334
IRN;1991;NY.GDP.MKTP.CD;131637664957.52435
IRQ;1991;NY.GDP.MKTP.CD;407796349.66378486
IRL;1991;NY.GDP.MKTP.CD;49787502852.0725
IMN;1991;NY.GDP.MKTP.CD;821507936.5079366
ISR;1991;NY.GDP.MKTP.CD;70998755006.90186
ITA;1991;NY.GDP.MKTP.CD;1249092439519.2756
JAM;1991;NY.GDP.MKTP.CD;4106207649.055474
JPN;1991;NY.GDP.MKTP.CD;3648065760648.876
JOR;1991;NY.GDP.MKTP.CD;4344467193.250948
KAZ;1991;NY.GDP.MKTP.CD;24923076923.076923
KEN;1991;NY.GDP.MKTP.CD;8151488783.190641
KIR;1991;NY.GDP.MKTP.CD;41247791.63641689
KOR;1991;NY.GDP.MKTP.CD;330647042837.3337
KWT;1991;NY.GDP.MKTP.CD;11009993703.147371
KGZ;1991;NY.GDP.MKTP.CD;2542256424.3506937
LAO;1991;NY.GDP.MKTP.CD;1028087972.3108478
LBN;1991;NY.GDP.MKTP.CD;4690415092.536633
LSO;1991;NY.GDP.MKTP.CD;704325366.7183932
LBR;1991;NY.GDP.MKTP.CD;348000000.0
LBY;1991;NY.GDP.MKTP.CD;31991821264.71176
LIE;1991;NY.GDP.MKTP.CD;1484160302.149524
LUX;1991;NY.GDP.MKTP.CD;13834219728.29297
MAC;1991;NY.GDP.MKTP.CD;3765249711.0909824
MDG;1991;NY.GDP.MKTP.CD;3254713056.021707
MWI;1991;NY.GDP.MKTP.CD;3206783830.4177947
MYS;1991;NY.GDP.MKTP.CD;49143148094.26826
MDV;1991;NY.GDP.MKTP.CD;244396761.92333952
MLI;1991;NY.GDP.MKTP.CD;2724131458.2621584
MLT;1991;NY.GDP.MKTP.CD;2750216746.8842635
MHL;1991;NY.GDP.MKTP.CD;82507000.0
MRT;1991;NY.GDP.MKTP.CD;2133692696.748572
MUS;1991;NY.GDP.MKTP.CD;2895354736.183316
MEX;1991;NY.GDP.MKTP.CD;313139656145.7446
FSM;1991;NY.GDP.MKTP.CD;166200000.0
MDA;1991;NY.GDP.MKTP.CD;3094565870.6423674
MCO;1991;NY.GDP.MKTP.CD;2480540845.332419
MNG;1991;NY.GDP.MKTP.CD;2379018326.3157897
MAR;1991;NY.GDP.MKTP.CD;32285573573.918488
MOZ;1991;NY.GDP.MKTP.CD;3854856434.5806246
MMR;1991;NY.GDP.MKTP.CD;2069832686.9806087
NAM;1991;NY.GDP.MKTP.CD;2996869281.4836407
NRU;1991;NY.GDP.MKTP.CD;52533788.556628205
NPL;1991;NY.GDP.MKTP.CD;3921476084.890719
NLD;1991;NY.GDP.MKTP.CD;327982316124.46954
NCL;1991;NY.GDP.MKTP.CD;2653780672.0955467
NZL;1991;NY.GDP.MKTP.CD;42745329732.16296
NIC;1991;NY.GDP.MKTP.CD;1488804123.7113404
NER;1991;NY.GDP.MKTP.CD;3285796874.9712543
NGA;1991;NY.GDP.MKTP.CD;59526833412.35814
MKD;1991;NY.GDP.MKTP.CD;4938775510.204082
NOR;1991;NY.GDP.MKTP.CD;121872464483.48734
OMN;1991;NY.GDP.MKTP.CD;12918335500.650194
PAK;1991;NY.GDP.MKTP.CD;45625336680.20465
PLW;1991;NY.GDP.MKTP.CD;106555300.0
PAN;1991;NY.GDP.MKTP.CD;7074675500.0
PNG;1991;NY.GDP.MKTP.CD;3787394957.9831934
PRY;1991;NY.GDP.MKTP.CD;6984367762.903712
PER;1991;NY.GDP.MKTP.CD;34341465998.200283
PHL;1991;NY.GDP.MKTP.CD;51784144942.72696
POL;1991;NY.GDP.MKTP.CD;85500935934.99008
PRT;1991;NY.GDP.MKTP.CD;89233599278.47925
PRI;1991;NY.GDP.MKTP.CD;32287031000.0
QAT;1991;NY.GDP.MKTP.CD;6883516483.516483
ROU;1991;NY.GDP.MKTP.CD;28850634899.856003
RUS;1991;NY.GDP.MKTP.CD;517962962962.96295
RWA;1991;NY.GDP.MKTP.CD;1911600236.6746128
WSM;1991;NY.GDP.MKTP.CD;125597205.42231493
STP;1991;NY.GDP.MKTP.CD;107484142.71555996
SAU;1991;NY.GDP.MKTP.CD;132223230974.63284
SEN;1991;NY.GDP.MKTP.CD;7255210469.517427
SYC;1991;NY.GDP.MKTP.CD;398307169.8604052
SLE;1991;NY.GDP.MKTP.CD;779981987.1065605
SGP;1991;NY.GDP.MKTP.CD;45466164978.29233
SVK;1991;NY.GDP.MKTP.CD;14459924588.947954
SVN;1991;NY.GDP.MKTP.CD;14454495058.907043
SLB;1991;NY.GDP.MKTP.CD;227540473.3400865
SOM;1991;NY.GDP.MKTP.CD;717974929.7631578
ZAF;1991;NY.GDP.MKTP.CD;135203698237.9772
ESP;1991;NY.GDP.MKTP.CD;576753902321.8574
LKA;1991;NY.GDP.MKTP.CD;9000362581.580856
KNA;1991;NY.GDP.MKTP.CD;220540740.74074072
LCA;1991;NY.GDP.MKTP.CD;613703703.7037036
VCT;1991;NY.GDP.MKTP.CD;254829629.6296296
SDN;1991;NY.GDP.MKTP.CD;44171194366.20391
SUR;1991;NY.GDP.MKTP.CD;448100000.0
SWE;1991;NY.GDP.MKTP.CD;273834608019.8429
CHE;1991;NY.GDP.MKTP.CD;268901693863.3194
SYR;1991;NY.GDP.MKTP.CD;12981833333.333334
TJK;1991;NY.GDP.MKTP.CD;2536585365.8536587
TZA;1991;NY.GDP.MKTP.CD;7197768158.583471
THA;1991;NY.GDP.MKTP.CD;98234714971.06122
TLS;1991;NY.GDP.MKTP.CD;147713000.0
TGO;1991;NY.GDP.MKTP.CD;2262767860.1093745
TON;1991;NY.GDP.MKTP.CD;132201141.44686104
TTO;1991;NY.GDP.MKTP.CD;5307905882.3529415
TUN;1991;NY.GDP.MKTP.CD;13074782608.695652
TUR;1991;NY.GDP.MKTP.CD;151034731543.62415
TKM;1991;NY.GDP.MKTP.CD;3208098919.0145984
TUV;1991;NY.GDP.MKTP.CD;10127313.913235849
UGA;1991;NY.GDP.MKTP.CD;3321729159.622774
UKR;1991;NY.GDP.MKTP.CD;77350733982.4458
ARE;1991;NY.GDP.MKTP.CD;51552165622.446205
GBR;1991;NY.GDP.MKTP.CD;1142797178130.5117
USA;1991;NY.GDP.MKTP.CD;6158129000000.0
URY;1991;NY.GDP.MKTP.CD;11206176650.907509
UZB;1991;NY.GDP.MKTP.CD;13800167711.500343
VUT;1991;NY.GDP.MKTP.CD;201334169.05444124
VEN;1991;NY.GDP.MKTP.CD;53453444786.6256
VNM;1991;NY.GDP.MKTP.CD;9613369520.41885
YEM;1991;NY.GDP.MKTP.CD;14665445462.114904
ZMB;1991;NY.GDP.MKTP.CD;3376806697.1218047
ZWE;1991;NY.GDP.MKTP.CD;8641482395.797997
ALB;1992;NY.GDP.MKTP.CD;652174990.8373039
DZA;1992;NY.GDP.MKTP.CD;48003133346.995735
AND;1992;NY.GDP.MKTP.CD;1209992020.2954278
AGO;1992;NY.GDP.MKTP.CD;8307810973.588479
ATG;1992;NY.GDP.MKTP.CD;525133333.3333333
ARG;1992;NY.GDP.MKTP.CD;228778917308.16983
ARM;1992;NY.GDP.MKTP.CD;1272835453.426344
ABW;1992;NY.GDP.MKTP.CD;958659217.877095
AUS;1992;NY.GDP.MKTP.CD;325525379566.83777
AUT;1992;NY.GDP.MKTP.CD;194314032056.09818
AZE;1992;NY.GDP.MKTP.CD;444658671.5867158
BHS;1992;NY.GDP.MKTP.CD;3109000000.0
BHR;1992;NY.GDP.MKTP.CD;5402232446.808511
BGD;1992;NY.GDP.MKTP.CD;31708874594.16445
BRB;1992;NY.GDP.MKTP.CD;1957000000.0
BLR;1992;NY.GDP.MKTP.CD;16939790093.905355
BEL;1992;NY.GDP.MKTP.CD;234781652446.67505
BLZ;1992;NY.GDP.MKTP.CD;696250000.0
BEN;1992;NY.GDP.MKTP.CD;1695315305.7030787
BMU;1992;NY.GDP.MKTP.CD;1679900000.0
BTN;1992;NY.GDP.MKTP.CD;240233531.16046432
BOL;1992;NY.GDP.MKTP.CD;5643868748.681265
BIH;1992;NY.GDP.MKTP.CD;4735044707.239689
BWA;1992;NY.GDP.MKTP.CD;4146464586.616739
BRA;1992;NY.GDP.MKTP.CD;328191909882.2324
BRN;1992;NY.GDP.MKTP.CD;6327966444.874881
BGR;1992;NY.GDP.MKTP.CD;8602887622.638275
BFA;1992;NY.GDP.MKTP.CD;3356692505.18266
BDI;1992;NY.GDP.MKTP.CD;1083037670.60484
CPV;1992;NY.GDP.MKTP.CD;357160985.3274133
KHM;1992;NY.GDP.MKTP.CD;2491486594.189168
CMR;1992;NY.GDP.MKTP.CD;12071775335.04334
CAN;1992;NY.GDP.MKTP.CD;594387358318.8549
CAF;1992;NY.GDP.MKTP.CD;1411917553.1243598
TCD;1992;NY.GDP.MKTP.CD;1881847669.6979368
CHL;1992;NY.GDP.MKTP.CD;46538895685.80884
CHN;1992;NY.GDP.MKTP.CD;428502354788.0691
COL;1992;NY.GDP.MKTP.CD;58394443377.54163
COM;1992;NY.GDP.MKTP.CD;457388651.5009406
COD;1992;NY.GDP.MKTP.CD;8227343907.266789
COG;1992;NY.GDP.MKTP.CD;2933222703.0334044
CRI;1992;NY.GDP.MKTP.CD;8579754757.93237
CIV;1992;NY.GDP.MKTP.CD;11152971273.938326
HRV;1992;NY.GDP.MKTP.CD;10621169290.99859
CUB;1992;NY.GDP.MKTP.CD;22085858243.243244
CYP;1992;NY.GDP.MKTP.CD;6912150456.323338
CZE;1992;NY.GDP.MKTP.CD;35051065440.39618
DNK;1992;NY.GDP.MKTP.CD;152966494259.53845
DJI;1992;NY.GDP.MKTP.CD;478058304.8711182
DMA;1992;NY.GDP.MKTP.CD;234059259.25925925
DOM;1992;NY.GDP.MKTP.CD;11605382504.0
ECU;1992;NY.GDP.MKTP.CD;18094238119.05953
EGY;1992;NY.GDP.MKTP.CD;41855986519.42346
SLV;1992;NY.GDP.MKTP.CD;5813399300.0
GNQ;1992;NY.GDP.MKTP.CD;134707183.84662017
ERI;1992;NY.GDP.MKTP.CD;477101651.6483756
SWZ;1992;NY.GDP.MKTP.CD;1284759927.5459378
ETH;1992;NY.GDP.MKTP.CD;10754799036.574486
FRO;1992;NY.GDP.MKTP.CD;912670413.3258826
FJI;1992;NY.GDP.MKTP.CD;1532411039.0547917
FIN;1992;NY.GDP.MKTP.CD;112537828510.75128
FRA;1992;NY.GDP.MKTP.CD;1389663073110.285
PYF;1992;NY.GDP.MKTP.CD;3713785765.4220495
GAB;1992;NY.GDP.MKTP.CD;5592390827.398541
GMB;1992;NY.GDP.MKTP.CD;714254256.1221893
GEO;1992;NY.GDP.MKTP.CD;3690328963.640861
DEU;1992;NY.GDP.MKTP.CD;2141377582968.0647
GHA;1992;NY.GDP.MKTP.CD;6416103925.832665
GRC;1992;NY.GDP.MKTP.CD;114608178405.4344
GRL;1992;NY.GDP.MKTP.CD;1037916162.5497648
GRD;1992;NY.GDP.MKTP.CD;310160444.4444444
GTM;1992;NY.GDP.MKTP.CD;10440781587.543491
GIN;1992;NY.GDP.MKTP.CD;4789220416.706413
GNB;1992;NY.GDP.MKTP.CD;588309271.2860298
GUY;1992;NY.GDP.MKTP.CD;373573141.48681056
HTI;1992;NY.GDP.MKTP.CD;2257129791.615749
HND;1992;NY.GDP.MKTP.CD;4943700431.073683
HKG;1992;NY.GDP.MKTP.CD;104272507639.28249
HUN;1992;NY.GDP.MKTP.CD;38857339124.90838
ISL;1992;NY.GDP.MKTP.CD;7080981738.056056
